Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Fahrenheit,Celsius,%,,,
A02,1/6/2024 21:14,1/6/2024 16:14,4,4,,,4,4,,,40,46,46,46,46,0,1400,,,0,,,,,29.71,,0,1.2,,,0,0,,,0,41,,,0,37,,,0,1.152,,,613,0,74.5,,46,,0,0
A02,1/6/2024 21:29,1/6/2024 16:29,9,9,,,9,9,,,86,97,98,98,98,0,1473,,,0,,,,,29.7,,0,1.2,,,0,0,,,0,45,,,0,38,,,0,1.163,,,618,0,74.8,,47,,0,0
A02,1/6/2024 21:44,1/6/2024 16:44,10,10,,,10,10,,,96,109,109,109,109,0,1426,,,0,,,,,29.7,,0,1.3,,,0,0,,,0,45,,,0,39,,,0,1.177,,,626,0,75,,47,,0,0
A02,1/6/2024 21:59,1/6/2024 16:59,8,8,,,8,8,,,79,90,90,90,90,0,1338,,,0,,,,,29.69,,0,1.1,,,0,0,,,0,39,,,0,25,,,0,1.151,,,612,0,75.4,,45,,0,0
A02,1/6/2024 22:14,1/6/2024 17:14,6,7,,,7,7,,,63,72,72,72,72,0,1251,,,0,,,,,29.69,,0,1.1,,,0,0,,,0,38,,,0,13,,,0,1.084,,,577,0,75.6,,44,,0,0
A02,1/6/2024 22:29,1/6/2024 17:29,5,5,,,5,5,,,52,59,59,59,59,0,1150,,,0,,,,,29.69,,0,0.9,,,0,0,,,0,40,,,0,0,,,0,1.012,,,538,0,75.7,,43,,0,0
A02,1/6/2024 22:44,1/6/2024 17:44,5,5,,,5,5,,,47,53,53,53,53,0,1048,,,0,,,,,29.69,,0,0.8,,,0,0,,,0,31,,,0,0,,,0,0.951,,,506,0,77.4,,41,,0,0
A02,1/6/2024 22:59,1/6/2024 17:59,4,4,,,4,4,,,39,45,45,45,45,0,984,,,0,,,,,29.68,,0,0.9,,,0,0,,,0,23,,,0,0,,,0,0.921,,,490,0,77.7,,40,,0,0
A02,1/6/2024 23:14,1/6/2024 18:14,3,3,,,3,3,,,31,35,35,35,35,0,968,,,0,,,,,29.68,,0,0.8,,,0,0,,,0,24,,,0,0,,,0,0.944,,,502,0,76.5,,42,,0,0
A02,1/6/2024 23:29,1/6/2024 18:29,3,3,,,3,3,,,28,32,32,32,32,0,951,,,0,,,,,29.67,,0,0.6,,,0,0,,,0,26,,,0,0,,,0,0.977,,,520,0,75.4,,44,,0,0
A02,1/6/2024 23:44,1/6/2024 18:44,2,2,,,2,2,,,23,27,27,27,27,0,938,,,0,,,,,29.67,,0,0.5,,,0,0,,,0,24,,,0,0,,,0,1.013,,,539,0,74.3,,47,,0,0
A02,1/6/2024 23:59,1/6/2024 18:59,5,5,,,5,5,,,46,53,54,54,54,0,1099,,,0,,,,,29.66,,0,0.3,,,0,0,,,0,21,,,0,0,,,0,1.164,,,619,0,73.8,,50,,0,0
A02,1/7/2024 0:14,1/6/2024 19:14,6,6,,,6,6,,,58,65,65,65,65,0,1367,,,0,,,,,29.66,,0,0.4,,,0,0,,,0,52,,,0,0,,,0,1.804,,,960,0,73.9,,54,,0,0
A02,1/7/2024 0:29,1/6/2024 19:29,4,4,,,4,4,,,37,42,42,42,42,0,1348,,,0,,,,,29.65,,0,0.5,,,0,0,,,0,43,,,0,22,,,0,1.863,,,991,0,73.6,,54,,0,0
A02,1/7/2024 0:44,1/6/2024 19:44,3,3,,,3,3,,,28,32,32,32,32,0,1344,,,0,,,,,29.65,,0,0.4,,,0,0,,,0,36,,,0,7,,,0,1.847,,,983,0,72.5,,57,,0,0
A02,1/7/2024 0:59,1/6/2024 19:59,2,2,,,2,2,,,21,24,24,24,24,0,1392,,,0,,,,,29.65,,0,0.3,,,0,0,,,0,34,,,0,0,,,0,1.957,,,1041,0,71.6,,58,,0,0
A02,1/7/2024 1:14,1/6/2024 20:14,2,2,,,2,2,,,17,20,20,20,20,0,1509,,,0,,,,,29.65,,0,0.2,,,0,0,,,0,29,,,0,0,,,0,2.186,,,1163,0,70.9,,61,,0,0
A02,1/7/2024 1:29,1/6/2024 20:29,10,11,,,11,11,,,96,110,111,112,112,0,1637,,,0,,,,,29.65,,0,0.2,,,0,0,,,0,22,,,0,0,,,0,2.407,,,1280,0,70.5,,63,,0,0
A02,1/7/2024 1:44,1/6/2024 20:44,8,9,,,10,10,,,84,97,98,98,98,0,1777,,,0,,,,,29.65,,0,0.2,,,0,0,,,0,22,,,0,0,,,0,2.904,,,1545,0,71.6,,63,,0,0
A02,1/7/2024 1:59,1/6/2024 20:59,5,6,,,6,7,,,54,63,63,63,63,0,1768,,,0,,,,,29.65,,0,0.4,,,0,0,,,0,8,,,0,0,,,0,2.96,,,1575,0,72,,61,,0,0
A02,1/7/2024 2:14,1/6/2024 21:14,4,5,,,5,5,,,42,48,49,49,49,0,1843,,,0,,,,,29.65,,0,0.4,,,0,0,,,0,7,,,0,0,,,0,2.952,,,1570,0,72,,60,,0,0
A02,1/7/2024 2:29,1/6/2024 21:29,3,4,,,4,4,,,33,38,38,38,38,0,1868,,,0,,,,,29.65,,0,0.4,,,0,0,,,0,7,,,0,0,,,0,3.031,,,1612,0,71.8,,61,,0,0
A02,1/7/2024 2:44,1/6/2024 21:44,3,3,,,3,3,,,29,33,33,33,33,0,1988,,,0,,,,,29.65,,0,0.3,,,0,0,,,0,7,,,0,0,,,0,3.232,,,1719,0,72,,62,,0,0
A02,1/7/2024 2:59,1/6/2024 21:59,2,3,,,3,3,,,25,28,29,29,29,0,1945,,,0,,,,,29.64,,0,0.3,,,0,0,,,0,5,,,0,0,,,0,3.185,,,1694,0,72,,62,,0,0
A02,1/7/2024 3:14,1/6/2024 22:14,3,3,,,3,3,,,28,32,32,32,32,0,1220,,,0,,,,,29.64,,0,0.2,,,0,0,,,0,2,,,0,0,,,0,2.203,,,1172,0,71.6,,57,,0,0
A02,1/7/2024 3:29,1/6/2024 22:29,3,3,,,3,3,,,27,31,31,31,31,0,941,,,0,,,,,29.64,,0,0.1,,,0,0,,,0,4,,,0,0,,,0,1.608,,,855,0,71.1,,56,,0,0
A02,1/7/2024 3:44,1/6/2024 22:44,2,3,,,3,3,,,26,29,29,29,29,0,881,,,0,,,,,29.63,,0,0,,,0,0,,,0,7,,,0,0,,,0,1.498,,,797,0,70.7,,56,,0,0
A02,1/7/2024 3:59,1/6/2024 22:59,2,2,,,2,2,,,24,27,27,27,27,0,860,,,0,,,,,29.63,,0,0,,,0,0,,,0,6,,,0,0,,,0,1.436,,,764,0,70.5,,56,,0,0
A02,1/7/2024 4:14,1/6/2024 23:14,2,2,,,2,2,,,23,26,26,26,26,0,830,,,0,,,,,29.63,,0,0,,,0,0,,,0,5,,,0,0,,,0,1.379,,,734,0,70.2,,56,,0,0
A02,1/7/2024 4:29,1/6/2024 23:29,2,2,,,2,2,,,22,25,25,25,25,0,783,,,0,,,,,29.62,,0,0,,,0,0,,,0,5,,,0,0,,,0,1.309,,,696,0,70,,56,,0,0
A02,1/7/2024 4:44,1/6/2024 23:44,2,2,,,2,2,,,22,25,25,25,25,0,768,,,0,,,,,29.62,,0,0,,,0,0,,,0,4,,,0,0,,,0,1.303,,,693,0,69.6,,56,,0,0
A02,1/7/2024 4:59,1/6/2024 23:59,2,3,,,3,3,,,25,28,28,28,28,0,745,,,0,,,,,29.61,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.261,,,671,0,69.4,,56,,0,0
A02,1/7/2024 5:14,1/7/2024 0:14,3,3,,,3,3,,,27,30,30,30,30,0,728,,,0,,,,,29.61,,0,0,,,0,0,,,0,2,,,0,0,,,0,1.221,,,650,0,69.3,,57,,0,0
A02,1/7/2024 5:29,1/7/2024 0:29,2,3,,,3,3,,,25,29,29,29,29,0,702,,,0,,,,,29.6,,0,0,,,0,0,,,0,2,,,0,0,,,0,1.178,,,627,0,68.9,,56,,0,0
A02,1/7/2024 5:44,1/7/2024 0:44,2,2,,,2,2,,,24,27,27,27,27,0,692,,,0,,,,,29.59,,0,0,,,0,0,,,0,2,,,0,0,,,0,1.148,,,610,0,68.7,,57,,0,0
A02,1/7/2024 5:59,1/7/2024 0:59,2,2,,,2,2,,,23,26,26,26,26,0,678,,,0,,,,,29.59,,0,0,,,0,0,,,0,2,,,0,0,,,0,1.137,,,605,0,68.4,,57,,0,0
A02,1/7/2024 6:14,1/7/2024 1:14,2,2,,,2,2,,,20,23,23,23,23,0,670,,,0,,,,,29.58,,0,0,,,0,0,,,0,2,,,0,0,,,0,1.125,,,599,0,68,,57,,0,0
A02,1/7/2024 6:29,1/7/2024 1:29,2,2,,,2,2,,,17,19,19,19,19,0,655,,,0,,,,,29.57,,0,0,,,0,0,,,0,4,,,0,0,,,0,1.239,,,659,0,66.6,,59,,0,0
A02,1/7/2024 6:44,1/7/2024 1:44,1,1,,,1,1,,,13,15,15,15,15,0,643,,,0,,,,,29.57,,0,0,,,0,0,,,0,7,,,0,0,,,0,1.257,,,669,0,65.5,,60,,0,0
A02,1/7/2024 6:59,1/7/2024 1:59,1,1,,,1,1,,,14,16,16,16,16,0,631,,,0,,,,,29.56,,0,0,,,0,0,,,0,6,,,0,0,,,0,1.314,,,699,0,64.9,,61,,0,0
A02,1/7/2024 7:14,1/7/2024 2:14,1,1,,,1,1,,,12,14,14,14,14,0,636,,,0,,,,,29.55,,0,0,,,0,0,,,0,4,,,0,0,,,0,1.358,,,722,0,64.4,,62,,0,0
A02,1/7/2024 7:29,1/7/2024 2:29,1,1,,,1,1,,,12,14,14,14,14,0,605,,,0,,,,,29.54,,0,0,,,0,0,,,0,4,,,0,0,,,0,1.296,,,690,0,64,,62,,0,0
A02,1/7/2024 7:44,1/7/2024 2:44,1,1,,,1,1,,,13,15,15,15,15,0,568,,,0,,,,,29.54,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.236,,,657,0,63.9,,62,,0,0
A02,1/7/2024 7:59,1/7/2024 2:59,1,1,,,1,1,,,12,14,14,14,14,0,562,,,0,,,,,29.53,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.156,,,615,0,63.7,,62,,0,0
A02,1/7/2024 8:14,1/7/2024 3:14,1,1,,,1,1,,,11,12,12,12,12,0,559,,,0,,,,,29.52,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.127,,,600,0,63.5,,62,,0,0
A02,1/7/2024 8:29,1/7/2024 3:29,1,1,,,1,1,,,10,12,12,12,12,0,532,,,0,,,,,29.5,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.101,,,586,0,63.3,,62,,0,0
A02,1/7/2024 8:44,1/7/2024 3:44,1,1,,,1,1,,,11,13,13,13,13,0,526,,,0,,,,,29.5,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.049,,,558,0,63.3,,62,,0,0
A02,1/7/2024 8:59,1/7/2024 3:59,1,1,,,1,1,,,10,11,11,11,11,0,512,,,0,,,,,29.49,,0,0,,,0,0,,,0,3,,,0,0,,,0,1.027,,,546,0,63.1,,62,,0,0
A02,1/7/2024 9:14,1/7/2024 4:14,1,1,,,1,1,,,9,10,10,10,10,0,503,,,0,,,,,29.48,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.998,,,531,0,63.1,,62,,0,0
A02,1/7/2024 9:29,1/7/2024 4:29,1,1,,,1,1,,,8,9,9,9,9,0,476,,,0,,,,,29.48,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.974,,,518,0,63,,62,,0,0
A02,1/7/2024 9:44,1/7/2024 4:44,1,1,,,1,1,,,6,7,7,7,7,0,468,,,0,,,,,29.48,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.961,,,511,0,62.8,,62,,0,0
A02,1/7/2024 9:59,1/7/2024 4:59,1,1,,,1,1,,,5,6,6,6,6,0,459,,,0,,,,,29.48,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.944,,,502,0,62.8,,62,,0,0
A02,1/7/2024 10:14,1/7/2024 5:14,0,0,,,0,0,,,4,5,5,5,5,0,446,,,0,,,,,29.48,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.92,,,489,0,62.6,,62,,0,0
A02,1/7/2024 10:29,1/7/2024 5:29,0,0,,,0,0,,,4,5,5,5,5,0,438,,,0,,,,,29.47,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.886,,,471,0,62.4,,62,,0,0
A02,1/7/2024 10:44,1/7/2024 5:44,0,0,,,0,0,,,3,4,4,4,4,0,419,,,0,,,,,29.47,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.859,,,457,0,62.1,,62,,0,0
A02,1/7/2024 10:59,1/7/2024 5:59,0,0,,,0,0,,,3,4,4,4,4,0,420,,,0,,,,,29.47,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.836,,,445,0,61.9,,62,,0,0
A02,1/7/2024 11:14,1/7/2024 6:14,0,0,,,0,0,,,3,3,3,3,3,0,408,,,0,,,,,29.48,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.808,,,430,0,61.7,,62,,0,0
A02,1/7/2024 11:29,1/7/2024 6:29,0,0,,,0,0,,,3,3,3,3,3,0,400,,,0,,,,,29.48,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.757,,,403,0,61.5,,61,,0,0
A02,1/7/2024 11:44,1/7/2024 6:44,0,0,,,0,0,,,2,3,3,3,3,0,393,,,0,,,,,29.48,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.53,,,282,0,61.5,,59,,0,0
A02,1/7/2024 11:59,1/7/2024 6:59,0,0,,,0,0,,,2,2,2,2,2,0,385,,,0,,,,,29.49,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.262,,,139,0,61.3,,58,,0,0
A02,1/7/2024 12:14,1/7/2024 7:14,0,0,,,0,0,,,2,2,2,2,2,0,384,,,0,,,,,29.49,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.13,,,69,0,61.2,,57,,0,0
A02,1/7/2024 12:29,1/7/2024 7:29,0,0,,,0,0,,,2,2,2,2,2,0,381,,,0,,,,,29.5,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.079,,,42,0,61,,57,,0,0
A02,1/7/2024 12:44,1/7/2024 7:44,0,0,,,0,0,,,2,2,2,2,2,0,376,,,0,,,,,29.5,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.048,,,26,0,60.8,,56,,0,0
A02,1/7/2024 12:59,1/7/2024 7:59,0,0,,,0,0,,,2,2,2,2,2,0,369,,,0,,,,,29.49,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.026,,,13,0,60.6,,56,,0,0
A02,1/7/2024 13:14,1/7/2024 8:14,0,0,,,0,0,,,1,2,2,2,2,0,370,,,0,,,,,29.49,,0,0,,,0,0,,,0,6,,,0,0,,,0,0.001,,,0,0,60.6,,55,,0,0
A02,1/7/2024 13:29,1/7/2024 8:29,0,0,,,0,0,,,1,2,2,2,2,0,366,,,0,,,,,29.5,,0,0,,,0,0,,,0,5,,,0,0,,,0,0,,,0,0,60.4,,54,,0,0
A02,1/7/2024 13:44,1/7/2024 8:44,0,0,,,0,0,,,2,2,2,2,2,0,365,,,0,,,,,29.5,,0,0,,,0,0,,,0,6,,,0,0,,,0,0,,,0,0,60.3,,54,,0,0
A02,1/7/2024 13:59,1/7/2024 8:59,0,0,,,0,0,,,2,2,2,2,2,0,359,,,0,,,,,29.52,,0,0,,,0,0,,,0,7,,,0,0,,,0,0,,,0,0,60.1,,53,,0,0
A02,1/7/2024 14:14,1/7/2024 9:14,0,0,,,0,0,,,2,2,2,2,2,0,361,,,0,,,,,29.53,,0,0,,,0,0,,,0,6,,,0,0,,,0,0,,,0,0,60.1,,53,,0,0
A02,1/7/2024 14:29,1/7/2024 9:29,0,0,,,0,0,,,2,2,2,2,2,0,361,,,0,,,,,29.54,,0,0,,,0,0,,,0,6,,,0,0,,,0,0,,,0,0,59.9,,53,,0,0
A02,1/7/2024 14:44,1/7/2024 9:44,0,0,,,0,0,,,2,2,2,2,2,0,369,,,0,,,,,29.54,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.007,,,3,0,59.9,,53,,0,0
A02,1/7/2024 14:59,1/7/2024 9:59,0,0,,,0,0,,,3,3,3,3,3,0,404,,,0,,,,,29.54,,0,0,,,0,0,,,0,8,,,0,0,,,0,0.322,,,171,0,60.1,,53,,0,0
A02,1/7/2024 15:14,1/7/2024 10:14,0,0,,,0,0,,,4,5,5,5,5,0,409,,,0,,,,,29.55,,0,0,,,0,0,,,0,8,,,0,0,,,0,0.431,,,229,0,60.4,,53,,0,0
A02,1/7/2024 15:29,1/7/2024 10:29,2,3,,,3,3,,,27,31,31,31,31,0,625,,,0,,,,,29.56,,0,0,,,0,0,,,0,27,,,0,0,,,0,0.625,,,333,0,60.4,,55,,0,0
A02,1/7/2024 15:44,1/7/2024 10:44,2,2,,,2,2,,,25,28,28,28,28,0,757,,,0,,,,,29.56,,0,0,,,0,0,,,0,58,,,0,0,,,0,0.881,,,469,0,60.6,,58,,0,0
A02,1/7/2024 15:59,1/7/2024 10:59,2,2,,,2,2,,,17,20,20,20,20,0,641,,,0,,,,,29.57,,0,0,,,0,0,,,0,42,,,0,4,,,0,0.904,,,481,0,60.8,,58,,0,0
A02,1/7/2024 16:14,1/7/2024 11:14,1,1,,,1,1,,,10,11,11,11,11,0,537,,,0,,,,,29.58,,0,0,,,0,0,,,0,28,,,0,0,,,0,0.782,,,416,0,61.2,,55,,0,0
A02,1/7/2024 16:29,1/7/2024 11:29,1,1,,,1,1,,,7,8,8,8,8,0,494,,,0,,,,,29.58,,0,0,,,0,0,,,0,19,,,0,0,,,0,0.613,,,326,0,61.3,,54,,0,0
A02,1/7/2024 16:44,1/7/2024 11:44,0,0,,,0,0,,,5,6,6,6,6,0,442,,,0,,,,,29.59,,0,0,,,0,0,,,0,14,,,0,0,,,0,0.284,,,151,0,61.9,,52,,0,0
A02,1/7/2024 16:59,1/7/2024 11:59,0,0,,,0,0,,,4,5,5,5,5,0,424,,,0,,,,,29.6,,0,0,,,0,0,,,0,11,,,0,0,,,0,0.126,,,67,0,62.2,,50,,0,0
A02,1/7/2024 17:14,1/7/2024 12:14,0,0,,,0,0,,,3,4,4,4,4,0,403,,,0,,,,,29.6,,0,0,,,0,0,,,0,9,,,0,0,,,0,0.062,,,33,0,62.8,,49,,0,0
A02,1/7/2024 17:29,1/7/2024 12:29,0,0,,,0,0,,,3,3,3,3,3,0,390,,,0,,,,,29.6,,0,0,,,0,0,,,0,8,,,0,0,,,0,0.03,,,16,0,63.3,,48,,0,0
A02,1/7/2024 17:44,1/7/2024 12:44,0,0,,,0,0,,,3,3,3,3,3,0,383,,,0,,,,,29.6,,0,0,,,0,0,,,0,7,,,0,0,,,0,0.019,,,10,0,63.9,,47,,0,0
A02,1/7/2024 17:59,1/7/2024 12:59,12,14,,,16,16,,,117,138,141,141,141,0,590,,,0,,,,,29.6,,0,0,,,0,0,,,0,27,,,0,0,,,0,0.138,,,73,0,64.8,,49,,0,0
A02,1/7/2024 18:14,1/7/2024 13:14,13,14,,,15,15,,,133,153,154,154,154,0,743,,,0,,,,,29.6,,0,0,,,0,0,,,0,60,,,0,0,,,0,0.769,,,409,0,65.5,,50,,0,0
A02,1/7/2024 18:29,1/7/2024 13:29,39,41,,,42,42,,,406,461,462,462,462,0,740,,,0,,,,,29.6,,0,0,,,0,0,,,0,40,,,0,4,,,0,0.733,,,390,0,66.7,,49,,0,0
A02,1/7/2024 18:44,1/7/2024 13:44,59,63,,,63,63,,,616,699,700,700,701,0,792,,,0,,,,,29.6,,0,0,,,0,0,,,0,56,,,0,5,,,0,0.79,,,420,0,67.3,,50,,0,0
A02,1/7/2024 18:59,1/7/2024 13:59,30,32,,,32,32,,,315,358,358,358,358,0,726,,,0,,,,,29.59,,0,0,,,0,0,,,0,36,,,0,0,,,0,0.776,,,413,0,67.8,,49,,0,0
A02,1/7/2024 19:14,1/7/2024 14:14,14,14,,,14,14,,,141,160,160,161,161,0,654,,,0,,,,,29.58,,0,0,,,0,0,,,0,26,,,0,0,,,0,0.736,,,392,0,68.4,,47,,0,0
A02,1/7/2024 19:29,1/7/2024 14:29,10,11,,,11,11,,,103,117,117,117,117,0,634,,,0,,,,,29.58,,0,0,,,0,0,,,0,17,,,0,0,,,0,0.661,,,351,0,68.9,,46,,0,0
A02,1/7/2024 19:44,1/7/2024 14:44,6,7,,,7,7,,,66,75,75,75,75,0,598,,,0,,,,,29.58,,0,0,,,0,0,,,0,14,,,0,0,,,0,0.548,,,292,0,69.6,,45,,0,0
A02,1/7/2024 19:59,1/7/2024 14:59,4,5,,,5,5,,,45,51,51,51,51,0,562,,,0,,,,,29.58,,0,0,,,0,0,,,0,8,,,0,0,,,0,0.351,,,187,0,70.3,,43,,0,0
A02,1/7/2024 20:14,1/7/2024 15:14,3,3,,,3,3,,,30,34,34,34,34,0,542,,,0,,,,,29.57,,0,0,,,0,0,,,0,5,,,0,0,,,0,0.243,,,129,0,72.1,,41,,0,0
A02,1/7/2024 20:29,1/7/2024 15:29,2,2,,,2,2,,,20,23,23,23,23,0,531,,,0,,,,,29.57,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.14,,,74,0,77.2,,36,,0,0
A02,1/7/2024 20:44,1/7/2024 15:44,1,1,,,1,1,,,14,15,15,15,16,0,546,,,0,,,,,29.56,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.116,,,62,0,77.4,,35,,0,0
A02,1/7/2024 20:59,1/7/2024 15:59,1,1,,,1,1,,,10,12,12,12,12,0,558,,,0,,,,,29.56,,0,0,,,0,0,,,0,1,,,0,0,,,0,0.093,,,49,0,75.7,,36,,0,0
A02,1/7/2024 21:14,1/7/2024 16:14,4,4,,,4,4,,,37,42,42,42,42,0,544,,,0,,,,,29.55,,0,0,,,0,0,,,0,4,,,0,0,,,0,0.035,,,18,0,75,,35,,0,0
A02,1/7/2024 21:29,1/7/2024 16:29,9,10,,,10,10,,,92,104,105,105,105,0,493,,,0,,,,,29.54,,0,0,,,0,0,,,0,1,,,0,0,,,0,0.01,,,5,0,74.7,,35,,0,0
A02,1/7/2024 21:44,1/7/2024 16:44,13,14,,,14,14,,,132,150,150,150,150,0,470,,,0,,,,,29.55,,0,0,,,0,0,,,0,3,,,0,0,,,0,0.017,,,9,0,74.5,,35,,0,0
A02,1/7/2024 21:59,1/7/2024 16:59,19,20,,,20,20,,,189,214,215,215,215,0,474,,,0,,,,,29.55,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.03,,,16,0,75,,35,,0,0
A02,1/7/2024 22:14,1/7/2024 17:14,14,14,,,14,14,,,137,156,156,156,156,0,481,,,0,,,,,29.55,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.059,,,31,0,75.2,,34,,0,0
A02,1/7/2024 22:29,1/7/2024 17:29,16,17,,,17,17,,,160,181,181,181,181,0,534,,,0,,,,,29.55,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.454,,,241,0,75.6,,35,,0,0
A02,1/7/2024 22:44,1/7/2024 17:44,20,21,,,21,21,,,196,223,223,223,223,0,681,,,0,,,,,29.56,,0,0,,,0,0,,,0,0,,,0,0,,,0,0.936,,,498,0,80.1,,34,,0,0
A02,1/7/2024 22:59,1/7/2024 17:59,10,11,,,11,11,,,98,111,111,111,111,0,759,,,0,,,,,29.57,,0,0.1,,,0,0,,,0,0,,,0,0,,,0,1.002,,,533,0,82.8,,31,,0,0
A02,1/7/2024 23:14,1/7/2024 18:14,6,7,,,7,7,,,62,70,70,70,70,0,781,,,0,,,,,29.57,,0,0.4,,,0,0,,,0,0,,,0,0,,,0,0.932,,,496,0,83.7,,31,,0,0
A02,1/7/2024 23:29,1/7/2024 18:29,4,5,,,5,5,,,43,49,49,49,49,0,845,,,0,,,,,29.58,,0,0.4,,,0,0,,,0,0,,,0,0,,,0,0.902,,,480,0,82.6,,32,,0,0
A02,1/7/2024 23:44,1/7/2024 18:44,3,3,,,3,3,,,27,31,31,31,31,0,888,,,0,,,,,29.58,,0,0.3,,,0,0,,,0,4,,,0,0,,,0,0.899,,,478,0,80.4,,34,,0,0
A02,1/7/2024 23:59,1/7/2024 18:59,2,2,,,2,2,,,21,23,23,23,23,0,899,,,0,,,,,29.58,,0,0.2,,,0,0,,,0,4,,,0,0,,,0,0.912,,,485,0,79.2,,35,,0,0
A02,1/8/2024 0:14,1/7/2024 19:14,2,2,,,2,2,,,18,20,20,20,20,0,905,,,0,,,,,29.59,,0,0.1,,,0,0,,,0,6,,,0,0,,,0,0.917,,,488,0,76.3,,38,,0,0
A02,1/8/2024 0:29,1/7/2024 19:29,3,3,,,3,3,,,26,29,29,29,29,0,914,,,0,,,,,29.58,,0,0,,,0,0,,,0,9,,,0,0,,,0,0.897,,,477,0,74.5,,40,,0,0
A02,1/8/2024 0:44,1/7/2024 19:44,7,8,,,9,9,,,67,78,79,79,79,0,1069,,,0,,,,,29.59,,0,0,,,0,0,,,0,30,,,0,0,,,0,1.021,,,543,0,73.2,,44,,0,0
A02,1/8/2024 0:59,1/7/2024 19:59,5,6,,,6,6,,,55,63,63,63,63,0,987,,,0,,,,,29.59,,0,0,,,0,0,,,0,27,,,0,0,,,0,1.079,,,574,0,72.3,,44,,0,0
A02,1/8/2024 1:14,1/7/2024 20:14,4,5,,,5,5,,,44,50,50,50,50,0,916,,,0,,,,,29.59,,0,0,,,0,0,,,0,14,,,0,0,,,0,1.036,,,551,0,71.6,,45,,0,0
A02,1/8/2024 1:29,1/7/2024 20:29,3,4,,,4,4,,,33,38,38,38,38,0,932,,,0,,,,,29.6,,0,0,,,0,0,,,0,10,,,0,0,,,0,1.033,,,550,0,70.9,,45,,0,0
A02,1/8/2024 1:44,1/7/2024 20:44,2,2,,,2,2,,,23,26,26,26,26,0,902,,,0,,,,,29.61,,0,0,,,0,0,,,0,7,,,0,0,,,0,1.006,,,535,0,69.6,,45,,0,0
A02,1/8/2024 1:59,1/7/2024 20:59,2,2,,,2,2,,,16,19,19,19,19,0,863,,,0,,,,,29.61,,0,0,,,0,0,,,0,8,,,0,0,,,0,0.965,,,513,0,67.6,,47,,0,0
