Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
,UTC,UTC-05:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
B27,1/4/2024 17:52,1/4/2024 12:52,3,3,,3,3,,33,38,38,38,38,0,59,,52,,0,0
B27,1/4/2024 18:07,1/4/2024 13:07,3,3,,3,3,,27,31,31,31,31,0,58.8,,51,,0,0
B27,1/4/2024 18:22,1/4/2024 13:22,2,2,,2,2,,25,29,29,29,29,0,59.4,,50,,0,0
B27,1/4/2024 18:37,1/4/2024 13:37,2,2,,2,2,,23,27,27,27,27,0,60.4,,49,,0,0
B27,1/4/2024 18:52,1/4/2024 13:52,2,2,,2,2,,22,25,25,25,25,0,64.8,,44,,0,0
B27,1/4/2024 19:07,1/4/2024 14:07,2,2,,2,2,,21,24,25,25,25,0,66.9,,41,,0,0
B27,1/4/2024 19:22,1/4/2024 14:22,2,2,,2,2,,20,23,23,23,23,0,69.6,,39,,0,0
B27,1/4/2024 19:37,1/4/2024 14:37,2,2,,2,2,,16,19,19,19,19,0,70,,38,,0,0
B27,1/4/2024 19:52,1/4/2024 14:52,2,2,,2,2,,15,18,18,18,18,0,69.1,,38,,0,0
B27,1/4/2024 20:07,1/4/2024 15:07,2,2,,2,2,,17,20,20,20,20,0,68.2,,39,,0,0
B27,1/4/2024 20:22,1/4/2024 15:22,1,1,,1,1,,13,15,15,15,15,0,68.2,,38,,0,0
B27,1/4/2024 20:37,1/4/2024 15:37,1,1,,1,1,,10,12,12,12,12,0,67.5,,38,,0,0
B27,1/4/2024 20:52,1/4/2024 15:52,1,1,,1,1,,11,13,13,13,13,0,66.6,,39,,0,0
B27,1/4/2024 21:07,1/4/2024 16:07,1,1,,1,1,,12,14,14,14,14,0,65.5,,39,,0,0
B27,1/4/2024 21:22,1/4/2024 16:22,1,1,,1,1,,12,14,14,14,14,0,64.8,,40,,0,0
B27,1/4/2024 21:37,1/4/2024 16:37,1,1,,1,1,,14,16,16,16,16,0,64.4,,40,,0,0
B27,1/4/2024 21:52,1/4/2024 16:52,2,2,,2,2,,16,19,19,19,19,0,64.2,,40,,0,0
B27,1/4/2024 22:07,1/4/2024 17:07,1,1,,1,1,,14,17,17,17,17,0,64.4,,39,,0,0
B27,1/4/2024 22:22,1/4/2024 17:22,2,2,,2,2,,16,19,19,19,19,0,64.4,,38,,0,0
B27,1/4/2024 22:37,1/4/2024 17:37,1,1,,1,1,,12,14,14,14,14,0,64.4,,38,,0,0
B27,1/4/2024 22:52,1/4/2024 17:52,1,1,,1,1,,12,14,14,14,14,0,64.8,,37,,0,0
B27,1/4/2024 23:07,1/4/2024 18:07,1,1,,1,1,,13,15,15,15,15,0,64.6,,37,,0,0
B27,1/4/2024 23:22,1/4/2024 18:22,2,2,,2,2,,17,19,19,19,19,0,64.2,,37,,0,0
B27,1/4/2024 23:37,1/4/2024 18:37,1,1,,1,1,,14,17,17,17,17,0,64,,37,,0,0
B27,1/4/2024 23:52,1/4/2024 18:52,1,2,,2,2,,15,18,18,18,18,0,63.7,,37,,0,0
B27,1/5/2024 0:07,1/4/2024 19:07,2,2,,2,2,,18,21,21,21,21,0,63.5,,37,,0,0
B27,1/5/2024 0:22,1/4/2024 19:22,2,2,,2,2,,17,20,20,20,20,0,63,,38,,0,0
B27,1/5/2024 0:37,1/4/2024 19:37,2,2,,2,2,,19,22,22,22,22,0,62.1,,40,,0,0
B27,1/5/2024 0:52,1/4/2024 19:52,2,2,,2,2,,22,25,25,25,25,0,61,,42,,0,0
B27,1/5/2024 1:07,1/4/2024 20:07,2,2,,2,2,,23,27,27,27,27,0,59.7,,44,,0,0
B27,1/5/2024 1:22,1/4/2024 20:22,2,2,,2,2,,17,20,20,20,20,0,59.2,,45,,0,0
B27,1/5/2024 1:37,1/4/2024 20:37,2,2,,2,2,,24,28,28,28,28,0,58.8,,47,,0,0
B27,1/5/2024 1:52,1/4/2024 20:52,2,3,,3,3,,26,31,31,31,31,0,58.6,,48,,0,0
B27,1/5/2024 2:07,1/4/2024 21:07,2,2,,2,2,,23,27,27,27,27,0,58.5,,49,,0,0
B27,1/5/2024 2:22,1/4/2024 21:22,3,3,,3,3,,28,32,33,33,33,0,58.1,,50,,0,0
B27,1/5/2024 2:37,1/4/2024 21:37,3,3,,3,3,,34,40,40,40,40,0,57.7,,52,,0,0
B27,1/5/2024 2:52,1/4/2024 21:52,3,3,,3,3,,35,41,41,41,41,0,57,,53,,0,0
B27,1/5/2024 3:07,1/4/2024 22:07,4,4,,4,4,,39,45,45,45,45,0,56.7,,54,,0,0
B27,1/5/2024 3:22,1/4/2024 22:22,4,4,,4,4,,41,47,47,47,47,0,56.1,,55,,0,0
B27,1/5/2024 3:37,1/4/2024 22:37,4,4,,4,4,,46,54,54,54,54,0,55.6,,56,,0,0
B27,1/5/2024 3:52,1/4/2024 22:52,5,5,,5,5,,54,62,62,63,63,0,55.4,,56,,0,0
B27,1/5/2024 4:07,1/4/2024 23:07,7,7,,7,7,,76,89,89,89,89,0,55,,57,,0,0
B27,1/5/2024 4:22,1/4/2024 23:22,6,7,,7,7,,69,80,80,80,80,0,54.7,,58,,0,0
B27,1/5/2024 4:37,1/4/2024 23:37,6,7,,7,7,,70,81,81,81,81,0,54.3,,59,,0,0
B27,1/5/2024 4:52,1/4/2024 23:52,5,5,,5,5,,52,60,60,60,60,0,54.3,,59,,0,0
B27,1/5/2024 5:07,1/5/2024 0:07,5,5,,5,5,,52,61,61,61,61,0,54,,60,,0,0
B27,1/5/2024 5:22,1/5/2024 0:22,5,5,,5,5,,56,65,65,65,65,0,53.6,,60,,0,0
B27,1/5/2024 5:37,1/5/2024 0:37,5,6,,6,6,,60,70,70,70,70,0,53.4,,60,,0,0
B27,1/5/2024 5:52,1/5/2024 0:52,6,6,,6,6,,64,74,74,74,74,0,53.1,,61,,0,0
B27,1/5/2024 6:07,1/5/2024 1:07,6,6,,6,6,,63,73,73,73,73,0,52.2,,62,,0,0
B27,1/5/2024 6:22,1/5/2024 1:22,5,5,,5,5,,53,62,62,62,62,0,51.4,,63,,0,0
B27,1/5/2024 6:37,1/5/2024 1:37,4,4,,4,4,,47,55,55,55,55,0,50.9,,64,,0,0
B27,1/5/2024 6:52,1/5/2024 1:52,6,6,,6,6,,62,72,73,73,73,0,50.5,,64,,0,0
B27,1/5/2024 7:07,1/5/2024 2:07,6,6,,6,6,,66,76,76,76,76,0,50.2,,65,,0,0
B27,1/5/2024 7:22,1/5/2024 2:22,5,6,,6,6,,62,72,72,72,72,0,49.8,,66,,0,0
B27,1/5/2024 7:37,1/5/2024 2:37,5,5,,5,5,,57,66,66,66,66,0,49.6,,66,,0,0
B27,1/5/2024 7:52,1/5/2024 2:52,4,5,,5,5,,51,59,59,59,59,0,49.5,,66,,0,0
B27,1/5/2024 8:07,1/5/2024 3:07,4,5,,5,5,,50,58,58,58,58,0,49.1,,66,,0,0
B27,1/5/2024 8:22,1/5/2024 3:22,4,4,,4,4,,47,55,55,55,55,0,48.9,,66,,0,0
B27,1/5/2024 8:37,1/5/2024 3:37,4,4,,4,4,,47,55,55,55,55,0,48.6,,67,,0,0
B27,1/5/2024 8:52,1/5/2024 3:52,3,4,,4,4,,39,46,46,46,46,0,48.4,,66,,0,0
B27,1/5/2024 9:07,1/5/2024 4:07,3,3,,3,3,,37,43,43,43,43,0,48.6,,66,,0,0
B27,1/5/2024 9:22,1/5/2024 4:22,3,3,,3,3,,35,41,41,41,41,0,48.2,,66,,0,0
B27,1/5/2024 9:37,1/5/2024 4:37,3,4,,4,4,,39,46,46,46,46,0,48,,66,,0,0
B27,1/5/2024 9:52,1/5/2024 4:52,3,3,,3,3,,37,42,42,42,42,0,47.8,,66,,0,0
B27,1/5/2024 10:07,1/5/2024 5:07,4,4,,4,4,,42,49,49,49,49,0,47.7,,66,,0,0
B27,1/5/2024 10:22,1/5/2024 5:22,5,5,,5,5,,53,62,62,62,62,0,47.3,,67,,0,0
B27,1/5/2024 10:37,1/5/2024 5:37,4,4,,4,4,,43,50,50,50,50,0,46.9,,67,,0,0
B27,1/5/2024 10:52,1/5/2024 5:52,3,3,,3,3,,33,38,38,38,38,0,47.1,,67,,0,0
B27,1/5/2024 11:07,1/5/2024 6:07,2,2,,2,2,,25,29,30,30,30,0,47.1,,67,,0,0
B27,1/5/2024 11:22,1/5/2024 6:22,1,1,,1,1,,16,18,18,18,18,0,47.5,,65,,0,0
B27,1/5/2024 11:37,1/5/2024 6:37,1,2,,2,2,,17,20,20,20,20,0,47.7,,65,,0,0
B27,1/5/2024 11:52,1/5/2024 6:52,2,2,,2,2,,18,21,21,21,21,0,47.3,,65,,0,0
B27,1/5/2024 12:07,1/5/2024 7:07,1,2,,2,2,,17,19,20,20,20,0,47.1,,66,,0,0
B27,1/5/2024 12:22,1/5/2024 7:22,1,2,,2,2,,16,19,19,19,19,0,46.9,,66,,0,0
B27,1/5/2024 12:37,1/5/2024 7:37,1,1,,1,1,,15,18,18,18,18,0,47.5,,66,,0,0
B27,1/5/2024 12:52,1/5/2024 7:52,1,1,,1,1,,13,15,15,15,15,0,48.2,,65,,0,0
B27,1/5/2024 13:07,1/5/2024 8:07,1,1,,1,1,,12,14,14,14,14,0,48.6,,64,,0,0
B27,1/5/2024 13:22,1/5/2024 8:22,1,1,,1,1,,15,18,18,18,18,0,48.2,,64,,0,0
B27,1/5/2024 13:37,1/5/2024 8:37,2,2,,2,2,,24,28,29,29,29,0,48.6,,64,,0,0
B27,1/5/2024 13:52,1/5/2024 8:52,3,3,,3,3,,31,36,36,36,36,0,48.9,,63,,0,0
B27,1/5/2024 14:07,1/5/2024 9:07,2,2,,2,2,,24,28,28,28,28,0,49.3,,63,,0,0
B27,1/5/2024 14:22,1/5/2024 9:22,2,2,,2,2,,19,22,22,22,22,0,49.5,,62,,0,0
B27,1/5/2024 14:37,1/5/2024 9:37,1,2,,2,2,,17,20,20,20,20,0,49.6,,62,,0,0
B27,1/5/2024 14:52,1/5/2024 9:52,1,1,,1,1,,15,17,17,17,17,0,49.8,,62,,0,0
B27,1/5/2024 15:07,1/5/2024 10:07,1,1,,1,1,,15,18,18,18,18,0,49.8,,63,,0,0
B27,1/5/2024 15:22,1/5/2024 10:22,1,1,,1,1,,15,18,18,18,18,0,49.8,,63,,0,0
B27,1/5/2024 15:37,1/5/2024 10:37,1,1,,1,1,,15,17,17,17,17,0,50.2,,62,,0,0
B27,1/5/2024 15:52,1/5/2024 10:52,2,2,,2,2,,18,21,21,21,21,0,51.1,,61,,0,0
B27,1/5/2024 16:07,1/5/2024 11:07,2,2,,2,2,,19,22,22,22,22,0,52.3,,59,,0,0
B27,1/5/2024 16:22,1/5/2024 11:22,1,2,,2,2,,15,18,18,18,18,0,53.6,,57,,0,0
B27,1/5/2024 16:37,1/5/2024 11:37,1,1,,1,1,,12,14,14,14,14,0,55,,54,,0,0
B27,1/5/2024 16:52,1/5/2024 11:52,1,1,,1,1,,10,12,12,12,12,0,58.1,,49,,0,0
B27,1/5/2024 17:07,1/5/2024 12:07,1,1,,1,1,,10,11,12,12,12,0,58.5,,48,,0,0
B27,1/5/2024 17:22,1/5/2024 12:22,2,2,,2,2,,16,19,19,19,19,0,59.2,,47,,0,0
B27,1/5/2024 17:37,1/5/2024 12:37,2,2,,2,2,,22,25,25,25,25,0,60.4,,46,,0,0
B27,1/5/2024 17:52,1/5/2024 12:52,2,2,,2,2,,23,26,26,26,26,0,62.8,,43,,0,0
B27,1/5/2024 18:07,1/5/2024 13:07,2,3,,3,3,,26,30,30,30,30,0,64.4,,41,,0,0
B27,1/5/2024 18:22,1/5/2024 13:22,3,3,,3,3,,27,31,31,31,31,0,62.8,,42,,0,0
B27,1/5/2024 18:37,1/5/2024 13:37,3,3,,3,3,,27,31,31,31,31,0,63.5,,42,,0,0
B27,1/5/2024 18:52,1/5/2024 13:52,3,3,,3,3,,34,39,39,39,39,0,65.7,,39,,0,0
B27,1/5/2024 19:07,1/5/2024 14:07,4,4,,4,4,,38,44,44,44,44,0,69.3,,37,,0,0
B27,1/5/2024 19:22,1/5/2024 14:22,4,4,,4,4,,41,47,47,48,48,0,74.5,,33,,0,0
B27,1/5/2024 19:37,1/5/2024 14:37,4,5,,5,5,,42,49,49,49,49,0,77.4,,30,,0,0
B27,1/5/2024 19:52,1/5/2024 14:52,4,5,,5,5,,42,49,49,49,49,0,78.1,,29,,0,0
B27,1/5/2024 20:07,1/5/2024 15:07,5,5,,6,6,,50,59,59,59,59,0,73.2,,32,,0,0
B27,1/5/2024 20:22,1/5/2024 15:22,5,5,,5,5,,49,57,57,57,57,0,67.3,,36,,0,0
B27,1/5/2024 20:37,1/5/2024 15:37,5,5,,5,5,,50,58,59,59,59,0,65.7,,37,,0,0
B27,1/5/2024 20:52,1/5/2024 15:52,4,4,,4,4,,40,46,47,47,47,0,65.5,,37,,0,0
B27,1/5/2024 21:07,1/5/2024 16:07,4,4,,4,4,,38,45,45,45,46,0,65.7,,37,,0,0
B27,1/5/2024 21:22,1/5/2024 16:22,4,4,,4,4,,37,44,44,44,44,0,65.7,,38,,0,0
B27,1/5/2024 21:37,1/5/2024 16:37,3,3,,4,4,,33,39,39,39,39,0,65.7,,38,,0,0
B27,1/5/2024 21:52,1/5/2024 16:52,3,3,,3,3,,30,35,35,35,35,0,65.8,,37,,0,0
B27,1/5/2024 22:07,1/5/2024 17:07,3,4,,4,4,,35,41,41,41,41,0,65.8,,36,,0,0
B27,1/5/2024 22:22,1/5/2024 17:22,4,4,,4,4,,38,44,45,45,45,0,65.7,,36,,0,0
B27,1/5/2024 22:37,1/5/2024 17:37,4,4,,4,4,,40,47,47,47,47,0,65.8,,36,,0,0
B27,1/5/2024 22:52,1/5/2024 17:52,4,5,,5,5,,43,50,50,50,50,0,65.5,,36,,0,0
B27,1/5/2024 23:07,1/5/2024 18:07,4,5,,5,5,,42,50,50,50,50,0,65.3,,36,,0,0
B27,1/5/2024 23:22,1/5/2024 18:22,4,4,,4,4,,38,44,45,45,45,0,65.3,,36,,0,0
B27,1/5/2024 23:37,1/5/2024 18:37,4,5,,5,5,,41,49,49,49,49,0,65.1,,37,,0,0
B27,1/5/2024 23:52,1/5/2024 18:52,5,6,,6,6,,56,66,66,67,67,0,64.9,,38,,0,0
B27,1/6/2024 0:07,1/5/2024 19:07,6,6,,7,7,,60,70,71,71,71,0,64.6,,38,,0,0
B27,1/6/2024 0:22,1/5/2024 19:22,5,5,,5,5,,48,56,56,56,56,0,63.9,,43,,0,0
B27,1/6/2024 0:37,1/5/2024 19:37,4,4,,4,4,,38,44,44,44,44,0,63,,49,,0,0
B27,1/6/2024 0:52,1/5/2024 19:52,3,4,,4,4,,36,42,42,42,42,0,61.9,,52,,0,0
B27,1/6/2024 1:07,1/5/2024 20:07,3,4,,4,4,,35,41,41,41,41,0,60.8,,54,,0,0
B27,1/6/2024 1:22,1/5/2024 20:22,3,3,,3,3,,34,39,39,39,39,0,60.4,,56,,0,0
B27,1/6/2024 1:37,1/5/2024 20:37,4,4,,4,4,,41,48,48,48,48,0,60.1,,58,,0,0
B27,1/6/2024 1:52,1/5/2024 20:52,5,6,,6,6,,59,68,68,69,69,0,59.5,,59,,0,0
B27,1/6/2024 2:07,1/5/2024 21:07,5,5,,5,5,,49,57,57,57,57,0,59.2,,60,,0,0
B27,1/6/2024 2:22,1/5/2024 21:22,5,5,,5,5,,55,64,64,64,64,0,59,,61,,0,0
B27,1/6/2024 2:37,1/5/2024 21:37,5,5,,5,5,,54,63,63,63,63,0,58.6,,61,,0,0
B27,1/6/2024 2:52,1/5/2024 21:52,5,6,,6,6,,57,66,66,66,66,0,58.3,,61,,0,0
B27,1/6/2024 3:07,1/5/2024 22:07,6,6,,6,6,,61,71,71,71,71,0,57.9,,62,,0,0
B27,1/6/2024 3:22,1/5/2024 22:22,6,6,,6,6,,67,77,78,78,78,0,57.2,,63,,0,0
B27,1/6/2024 3:37,1/5/2024 22:37,6,7,,7,7,,70,82,82,82,82,0,56.8,,64,,0,0
B27,1/6/2024 3:52,1/5/2024 22:52,7,7,,7,7,,77,89,90,90,90,0,56.3,,64,,0,0
B27,1/6/2024 4:07,1/5/2024 23:07,10,10,,10,10,,104,121,121,122,122,0,56.3,,64,,0,0
B27,1/6/2024 4:22,1/5/2024 23:22,9,9,,9,9,,97,112,113,113,113,0,55.9,,65,,0,0
B27,1/6/2024 4:37,1/5/2024 23:37,9,9,,9,9,,95,110,111,111,111,0,55.4,,65,,0,0
B27,1/6/2024 4:52,1/5/2024 23:52,8,8,,8,8,,84,97,97,97,97,0,54.9,,64,,0,0
B27,1/6/2024 5:07,1/6/2024 0:07,9,9,,9,9,,96,111,112,112,112,0,54.5,,64,,0,0
B27,1/6/2024 5:22,1/6/2024 0:22,9,9,,9,9,,97,112,113,113,113,0,54,,64,,0,0
B27,1/6/2024 5:37,1/6/2024 0:37,9,10,,10,10,,103,120,120,120,120,0,53.8,,62,,0,0
B27,1/6/2024 5:52,1/6/2024 0:52,7,8,,8,8,,80,93,94,94,94,0,53.6,,61,,0,0
B27,1/6/2024 6:07,1/6/2024 1:07,9,9,,9,9,,95,110,111,111,111,0,53.8,,60,,0,0
B27,1/6/2024 6:22,1/6/2024 1:22,7,7,,7,7,,75,87,87,87,87,0,53.6,,61,,0,0
B27,1/6/2024 6:37,1/6/2024 1:37,6,7,,7,7,,72,83,84,84,84,0,53.2,,62,,0,0
B27,1/6/2024 6:52,1/6/2024 1:52,6,6,,6,6,,67,77,78,78,78,0,53.2,,62,,0,0
B27,1/6/2024 7:07,1/6/2024 2:07,6,7,,7,7,,70,81,81,81,81,0,52.7,,63,,0,0
B27,1/6/2024 7:22,1/6/2024 2:22,6,7,,7,7,,70,81,82,82,82,0,52,,64,,0,0
B27,1/6/2024 7:37,1/6/2024 2:37,7,7,,7,7,,73,85,85,85,85,0,51.3,,65,,0,0
B27,1/6/2024 7:52,1/6/2024 2:52,7,7,,7,7,,73,85,85,85,85,0,51.1,,64,,0,0
B27,1/6/2024 8:07,1/6/2024 3:07,7,8,,8,8,,83,97,97,97,97,0,50.5,,64,,0,0
B27,1/6/2024 8:22,1/6/2024 3:22,8,9,,9,9,,94,110,110,110,110,0,50,,65,,0,0
B27,1/6/2024 8:37,1/6/2024 3:37,8,9,,9,9,,92,107,107,107,107,0,49.6,,65,,0,0
B27,1/6/2024 8:52,1/6/2024 3:52,6,7,,7,7,,72,83,84,84,84,0,49.5,,65,,0,0
B27,1/6/2024 9:07,1/6/2024 4:07,6,6,,6,6,,64,74,75,75,75,0,49.3,,65,,0,0
B27,1/6/2024 9:22,1/6/2024 4:22,5,6,,6,6,,62,72,73,73,73,0,49.1,,64,,0,0
B27,1/6/2024 9:37,1/6/2024 4:37,5,6,,6,6,,62,72,72,72,72,0,48.7,,65,,0,0
B27,1/6/2024 9:52,1/6/2024 4:52,6,6,,6,6,,63,73,73,73,73,0,48.4,,65,,0,0
B27,1/6/2024 10:07,1/6/2024 5:07,5,6,,6,6,,61,71,71,71,71,0,48.2,,65,,0,0
B27,1/6/2024 10:22,1/6/2024 5:22,5,6,,6,6,,61,71,72,72,72,0,47.8,,65,,0,0
B27,1/6/2024 10:37,1/6/2024 5:37,5,6,,6,6,,59,69,69,69,69,0,47.3,,66,,0,0
B27,1/6/2024 10:52,1/6/2024 5:52,5,5,,5,5,,56,65,65,65,65,0,46.9,,66,,0,0
B27,1/6/2024 11:07,1/6/2024 6:07,5,5,,5,5,,55,64,65,65,65,0,46.6,,67,,0,0
B27,1/6/2024 11:22,1/6/2024 6:22,5,5,,5,5,,53,62,62,62,62,0,46.2,,67,,0,0
B27,1/6/2024 11:37,1/6/2024 6:37,4,5,,5,5,,50,58,58,58,58,0,45.9,,67,,0,0
B27,1/6/2024 11:52,1/6/2024 6:52,4,4,,4,4,,47,54,54,55,55,0,45.7,,67,,0,0
B27,1/6/2024 12:07,1/6/2024 7:07,4,4,,4,4,,48,56,56,56,56,0,45.5,,67,,0,0
B27,1/6/2024 12:22,1/6/2024 7:22,4,4,,4,4,,47,54,54,54,54,0,45.3,,67,,0,0
B27,1/6/2024 12:37,1/6/2024 7:37,4,4,,4,4,,45,52,52,52,53,0,45.1,,67,,0,0
B27,1/6/2024 12:52,1/6/2024 7:52,4,4,,4,4,,44,52,52,52,52,0,45,,67,,0,0
B27,1/6/2024 13:07,1/6/2024 8:07,4,4,,4,4,,44,51,51,51,51,0,45,,68,,0,0
B27,1/6/2024 13:22,1/6/2024 8:22,4,4,,4,4,,43,50,50,50,50,0,45,,68,,0,0
B27,1/6/2024 13:37,1/6/2024 8:37,3,3,,3,3,,38,44,44,44,44,0,44.8,,67,,0,0
B27,1/6/2024 13:52,1/6/2024 8:52,3,3,,3,3,,36,41,42,42,42,0,44.8,,66,,0,0
B27,1/6/2024 14:07,1/6/2024 9:07,3,3,,3,3,,34,40,40,40,40,0,44.8,,66,,0,0
B27,1/6/2024 14:22,1/6/2024 9:22,3,3,,3,3,,33,38,39,39,39,0,44.6,,66,,0,0
B27,1/6/2024 14:37,1/6/2024 9:37,2,2,,2,2,,26,31,31,31,31,0,44.6,,65,,0,0
B27,1/6/2024 14:52,1/6/2024 9:52,2,2,,2,2,,22,26,26,26,26,0,44.4,,65,,0,0
B27,1/6/2024 15:07,1/6/2024 10:07,2,2,,2,2,,23,27,27,27,27,0,44.6,,65,,0,0
B27,1/6/2024 15:22,1/6/2024 10:22,2,2,,2,2,,24,28,28,28,28,0,47.5,,62,,0,0
B27,1/6/2024 15:37,1/6/2024 10:37,2,2,,2,2,,21,25,25,25,25,0,53.4,,54,,0,0
B27,1/6/2024 15:52,1/6/2024 10:52,2,2,,2,2,,19,22,22,22,22,0,58.5,,46,,0,0
B27,1/6/2024 16:07,1/6/2024 11:07,2,2,,2,2,,18,21,21,21,21,0,63,,40,,0,0
B27,1/6/2024 16:22,1/6/2024 11:22,1,2,,2,2,,15,18,18,18,18,0,66,,36,,0,0
B27,1/6/2024 16:37,1/6/2024 11:37,1,2,,2,2,,15,17,17,17,17,0,68.2,,33,,0,0
B27,1/6/2024 16:52,1/6/2024 11:52,1,2,,2,2,,14,17,17,17,17,0,70,,31,,0,0
B27,1/6/2024 17:07,1/6/2024 12:07,1,2,,2,2,,15,17,17,17,17,0,71.4,,28,,0,0
B27,1/6/2024 17:22,1/6/2024 12:22,2,2,,2,2,,18,21,21,21,21,0,72.5,,28,,0,0
B27,1/6/2024 17:37,1/6/2024 12:37,2,2,,2,2,,22,25,25,25,25,0,73.6,,27,,0,0
B27,1/6/2024 17:52,1/6/2024 12:52,2,2,,2,2,,22,25,25,25,25,0,74.7,,26,,0,0
B27,1/6/2024 18:07,1/6/2024 13:07,2,2,,2,2,,22,25,25,25,25,0,76.6,,25,,0,0
B27,1/6/2024 18:22,1/6/2024 13:22,2,2,,2,2,,23,26,26,26,26,0,77.9,,24,,0,0
B27,1/6/2024 18:37,1/6/2024 13:37,3,3,,3,3,,27,31,32,32,32,0,79.3,,23,,0,0
B27,1/6/2024 18:52,1/6/2024 13:52,3,3,,3,3,,29,33,33,33,33,0,81.1,,23,,0,0
B27,1/6/2024 19:07,1/6/2024 14:07,4,4,,4,4,,35,40,41,41,41,0,82.9,,22,,0,0
B27,1/6/2024 19:22,1/6/2024 14:22,4,5,,5,5,,41,48,48,48,48,0,84.2,,22,,0,0
B27,1/6/2024 19:37,1/6/2024 14:37,4,4,,4,4,,37,43,44,44,44,0,85.3,,22,,0,0
B27,1/6/2024 19:52,1/6/2024 14:52,4,4,,4,4,,38,44,44,44,44,0,84.7,,21,,0,0
B27,1/6/2024 20:07,1/6/2024 15:07,4,4,,4,4,,36,41,41,41,41,0,79.7,,24,,0,0
B27,1/6/2024 20:22,1/6/2024 15:22,4,4,,4,4,,43,49,49,50,50,0,73.2,,26,,0,0
B27,1/6/2024 20:37,1/6/2024 15:37,4,4,,4,4,,43,50,50,50,50,0,70.9,,28,,0,0
B27,1/6/2024 20:52,1/6/2024 15:52,5,6,,6,6,,54,62,62,62,62,0,70.3,,29,,0,0
B27,1/6/2024 21:07,1/6/2024 16:07,7,8,,8,8,,74,85,86,86,86,0,70,,30,,0,0
B27,1/6/2024 21:22,1/6/2024 16:22,7,7,,7,8,,70,81,81,81,81,0,70,,32,,0,0
B27,1/6/2024 21:37,1/6/2024 16:37,6,6,,6,6,,60,70,70,70,70,0,69.8,,34,,0,0
B27,1/6/2024 21:52,1/6/2024 16:52,5,6,,6,6,,54,63,63,63,63,0,69.8,,33,,0,0
B27,1/6/2024 22:07,1/6/2024 17:07,6,6,,6,6,,60,70,70,70,70,0,69.6,,35,,0,0
B27,1/6/2024 22:22,1/6/2024 17:22,7,8,,8,8,,75,87,88,88,88,0,69.4,,37,,0,0
B27,1/6/2024 22:37,1/6/2024 17:37,8,9,,9,9,,85,98,99,99,99,0,69.1,,35,,0,0
B27,1/6/2024 22:52,1/6/2024 17:52,9,10,,10,10,,95,110,111,111,111,0,68.9,,37,,0,0
B27,1/6/2024 23:07,1/6/2024 18:07,11,11,,11,11,,109,127,127,127,127,0,68.7,,36,,0,0
B27,1/6/2024 23:22,1/6/2024 18:22,9,10,,10,10,,93,107,108,108,108,0,68.2,,40,,0,0
B27,1/6/2024 23:37,1/6/2024 18:37,5,6,,6,6,,57,66,66,66,66,0,67.5,,45,,0,0
B27,1/6/2024 23:52,1/6/2024 18:52,5,5,,5,5,,51,59,59,59,60,0,66.7,,50,,0,0
B27,1/7/2024 0:07,1/6/2024 19:07,4,4,,4,4,,43,50,50,50,50,0,65.8,,53,,0,0
B27,1/7/2024 0:22,1/6/2024 19:22,3,4,,4,4,,35,40,41,41,41,0,65.1,,56,,0,0
B27,1/7/2024 0:37,1/6/2024 19:37,3,3,,3,3,,34,39,40,40,40,0,64.2,,58,,0,0
B27,1/7/2024 0:52,1/6/2024 19:52,3,3,,3,3,,34,39,39,39,39,0,63.3,,60,,0,0
B27,1/7/2024 1:07,1/6/2024 20:07,3,3,,3,3,,30,35,35,35,35,0,62.8,,61,,0,0
B27,1/7/2024 1:22,1/6/2024 20:22,3,3,,3,3,,34,39,39,39,39,0,62.4,,61,,0,0
B27,1/7/2024 1:37,1/6/2024 20:37,3,4,,4,4,,35,41,41,41,41,0,62.2,,61,,0,0
B27,1/7/2024 1:52,1/6/2024 20:52,4,4,,4,4,,40,46,46,46,46,0,62.2,,61,,0,0
B27,1/7/2024 2:07,1/6/2024 21:07,5,5,,5,5,,50,58,58,59,59,0,62.2,,62,,0,0
B27,1/7/2024 2:22,1/6/2024 21:22,5,5,,5,5,,52,60,61,61,61,0,62.1,,63,,0,0
B27,1/7/2024 2:37,1/6/2024 21:37,5,5,,5,5,,54,63,63,63,63,0,62.2,,63,,0,0
B27,1/7/2024 2:52,1/6/2024 21:52,5,5,,5,5,,54,62,62,62,62,0,62.4,,63,,0,0
B27,1/7/2024 3:07,1/6/2024 22:07,5,5,,5,5,,48,55,55,56,56,0,62.4,,64,,0,0
B27,1/7/2024 3:22,1/6/2024 22:22,6,6,,6,6,,63,73,73,73,73,0,62.2,,65,,0,0
B27,1/7/2024 3:37,1/6/2024 22:37,6,7,,7,7,,65,76,76,76,76,0,62.1,,65,,0,0
