Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
,UTC,UTC-05:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
B27,1/7/2024 3:52,1/6/2024 22:52,6,6,,6,6,,60,69,70,70,70,0,61.9,,66,,0,0
B27,1/7/2024 4:07,1/6/2024 23:07,6,6,,6,6,,59,68,69,69,69,0,61.9,,66,,0,0
B27,1/7/2024 4:22,1/6/2024 23:22,5,5,,5,5,,54,63,63,63,63,0,61.7,,67,,0,0
B27,1/7/2024 4:37,1/6/2024 23:37,6,6,,6,6,,61,70,70,70,70,0,61,,67,,0,0
B27,1/7/2024 4:52,1/6/2024 23:52,6,6,,6,6,,60,70,70,70,70,0,60.3,,68,,0,0
B27,1/7/2024 5:07,1/7/2024 0:07,7,7,,7,7,,72,84,84,84,84,0,60.1,,69,,0,0
B27,1/7/2024 5:22,1/7/2024 0:22,6,7,,7,7,,69,80,80,80,80,0,59.7,,69,,0,0
B27,1/7/2024 5:37,1/7/2024 0:37,7,7,,7,7,,74,85,86,86,86,0,59.2,,70,,0,0
B27,1/7/2024 5:52,1/7/2024 0:52,8,9,,9,9,,87,101,101,101,101,0,59,,70,,0,0
B27,1/7/2024 6:07,1/7/2024 1:07,9,10,,10,10,,100,116,117,117,117,0,59.4,,70,,0,0
B27,1/7/2024 6:22,1/7/2024 1:22,10,11,,11,11,,110,127,128,128,128,0,59.5,,70,,0,0
B27,1/7/2024 6:37,1/7/2024 1:37,8,9,,9,9,,87,101,101,101,101,0,59.4,,69,,0,0
B27,1/7/2024 6:52,1/7/2024 1:52,7,8,,8,8,,77,89,90,90,90,0,59.4,,70,,0,0
B27,1/7/2024 7:07,1/7/2024 2:07,8,9,,9,9,,90,104,105,105,105,0,59.4,,70,,0,0
B27,1/7/2024 7:22,1/7/2024 2:22,9,10,,10,10,,100,116,117,117,117,0,59.4,,70,,0,0
B27,1/7/2024 7:37,1/7/2024 2:37,10,11,,11,11,,108,125,125,125,125,0,59.2,,70,,0,0
B27,1/7/2024 7:52,1/7/2024 2:52,8,8,,8,8,,81,94,95,95,95,0,59.2,,70,,0,0
B27,1/7/2024 8:07,1/7/2024 3:07,3,3,,3,3,,31,37,37,37,37,0,59.4,,68,,0,0
B27,1/7/2024 8:22,1/7/2024 3:22,4,4,,4,4,,40,47,47,48,48,0,59.5,,67,,0,0
B27,1/7/2024 8:37,1/7/2024 3:37,3,4,,4,4,,36,42,43,43,43,0,59.5,,67,,0,0
B27,1/7/2024 8:52,1/7/2024 3:52,2,3,,3,3,,23,28,28,28,28,0,59.5,,66,,0,0
B27,1/7/2024 9:07,1/7/2024 4:07,2,2,,2,3,,17,21,21,22,22,0,59.5,,65,,0,0
B27,1/7/2024 9:22,1/7/2024 4:22,1,2,,3,3,,12,16,17,17,17,0,59.5,,67,,0,0
B27,1/7/2024 9:37,1/7/2024 4:37,1,2,,3,3,,8,12,13,14,14,0,59.4,,69,,0,0
B27,1/7/2024 9:52,1/7/2024 4:52,1,2,,3,4,,8,12,14,15,15,0,59.2,,69,,0,0
B27,1/7/2024 10:07,1/7/2024 5:07,1,2,,3,3,,9,13,15,15,15,0,58.8,,69,,0,0
B27,1/7/2024 10:22,1/7/2024 5:22,1,1,,2,2,,8,10,11,11,11,0,58.3,,64,,0,0
B27,1/7/2024 10:37,1/7/2024 5:37,1,1,,2,2,,6,9,9,10,10,0,57.2,,64,,0,0
B27,1/7/2024 10:52,1/7/2024 5:52,1,1,,2,2,,6,8,9,9,9,0,56.7,,64,,0,0
B27,1/7/2024 11:07,1/7/2024 6:07,1,1,,2,2,,6,9,10,10,10,0,56.3,,64,,0,0
B27,1/7/2024 11:22,1/7/2024 6:22,0,1,,1,1,,4,5,6,6,6,0,56.1,,53,,0,0
B27,1/7/2024 11:37,1/7/2024 6:37,0,1,,1,1,,4,5,5,5,5,0,56.1,,41,,0,0
B27,1/7/2024 11:52,1/7/2024 6:52,0,1,,1,1,,5,6,6,6,6,0,56.1,,40,,0,0
B27,1/7/2024 12:07,1/7/2024 7:07,0,1,,1,1,,5,6,6,6,6,0,55.9,,40,,0,0
B27,1/7/2024 12:22,1/7/2024 7:22,0,1,,1,1,,5,6,6,6,6,0,55.6,,40,,0,0
B27,1/7/2024 12:37,1/7/2024 7:37,1,1,,1,1,,6,7,8,8,8,0,55.2,,42,,0,0
B27,1/7/2024 12:52,1/7/2024 7:52,0,1,,1,1,,5,6,6,6,6,0,54.7,,40,,0,0
B27,1/7/2024 13:07,1/7/2024 8:07,1,1,,1,1,,6,7,7,7,7,0,54.5,,38,,0,0
B27,1/7/2024 13:22,1/7/2024 8:22,0,0,,1,1,,5,5,5,5,5,0,54.5,,37,,0,0
B27,1/7/2024 13:37,1/7/2024 8:37,0,0,,0,0,,5,5,5,5,5,0,54.3,,37,,0,0
B27,1/7/2024 13:52,1/7/2024 8:52,0,0,,0,0,,5,6,6,6,6,0,54.1,,38,,0,0
B27,1/7/2024 14:07,1/7/2024 9:07,0,0,,0,0,,5,6,6,6,6,0,53.8,,38,,0,0
B27,1/7/2024 14:22,1/7/2024 9:22,0,0,,0,0,,5,6,6,6,6,0,53.6,,39,,0,0
B27,1/7/2024 14:37,1/7/2024 9:37,1,1,,1,1,,6,7,7,7,7,0,53.1,,40,,0,0
B27,1/7/2024 14:52,1/7/2024 9:52,1,1,,1,1,,6,7,7,7,7,0,52.7,,41,,0,0
B27,1/7/2024 15:07,1/7/2024 10:07,1,1,,1,1,,6,7,7,7,7,0,52.3,,41,,0,0
B27,1/7/2024 15:22,1/7/2024 10:22,1,1,,1,1,,8,9,9,9,9,0,55,,38,,0,0
B27,1/7/2024 15:37,1/7/2024 10:37,1,1,,1,1,,8,10,10,10,10,0,59.5,,35,,0,0
B27,1/7/2024 15:52,1/7/2024 10:52,1,1,,1,1,,7,8,8,8,8,0,62.2,,33,,0,0
B27,1/7/2024 16:07,1/7/2024 11:07,1,1,,1,1,,7,9,9,9,9,0,64.6,,31,,0,0
B27,1/7/2024 16:22,1/7/2024 11:22,1,1,,1,1,,7,8,8,8,8,0,67.1,,29,,0,0
B27,1/7/2024 16:37,1/7/2024 11:37,1,1,,1,1,,7,8,8,8,8,0,68.4,,27,,0,0
B27,1/7/2024 16:52,1/7/2024 11:52,1,1,,1,1,,7,8,8,8,8,0,68.9,,27,,0,0
B27,1/7/2024 17:07,1/7/2024 12:07,1,1,,1,1,,7,8,8,8,8,0,69.4,,26,,0,0
B27,1/7/2024 17:22,1/7/2024 12:22,1,1,,1,1,,7,8,8,8,8,0,70.9,,25,,0,0
B27,1/7/2024 17:37,1/7/2024 12:37,1,1,,1,1,,7,8,8,8,8,0,72.5,,24,,0,0
B27,1/7/2024 17:52,1/7/2024 12:52,1,1,,1,1,,7,8,8,8,8,0,73,,23,,0,0
B27,1/7/2024 18:07,1/7/2024 13:07,1,1,,1,1,,7,8,8,8,8,0,73.4,,23,,0,0
B27,1/7/2024 18:22,1/7/2024 13:22,1,1,,1,1,,6,7,7,7,7,0,75,,23,,0,0
B27,1/7/2024 18:37,1/7/2024 13:37,1,1,,1,1,,5,6,6,6,6,0,76.5,,22,,0,0
B27,1/7/2024 18:52,1/7/2024 13:52,1,1,,1,1,,6,6,7,7,7,0,77,,23,,0,0
B27,1/7/2024 19:07,1/7/2024 14:07,1,1,,1,1,,6,7,7,7,7,0,77.9,,23,,0,0
B27,1/7/2024 19:22,1/7/2024 14:22,1,1,,1,1,,5,6,6,6,6,0,78.6,,22,,0,0
B27,1/7/2024 19:37,1/7/2024 14:37,1,1,,1,1,,5,6,6,6,6,0,78.1,,23,,0,0
B27,1/7/2024 19:52,1/7/2024 14:52,1,1,,1,1,,6,7,7,7,7,0,77.2,,23,,0,0
B27,1/7/2024 20:07,1/7/2024 15:07,1,1,,1,1,,6,7,7,7,7,0,71.8,,26,,0,0
B27,1/7/2024 20:22,1/7/2024 15:22,0,1,,1,1,,5,6,6,6,6,0,65.5,,30,,0,0
B27,1/7/2024 20:37,1/7/2024 15:37,0,1,,1,1,,5,6,6,6,6,0,63.9,,31,,0,0
B27,1/7/2024 20:52,1/7/2024 15:52,0,1,,1,1,,5,6,6,6,6,0,63.1,,30,,0,0
B27,1/7/2024 21:07,1/7/2024 16:07,0,1,,1,1,,5,6,6,6,6,0,63,,29,,0,0
B27,1/7/2024 21:22,1/7/2024 16:22,0,0,,0,0,,5,5,5,5,5,0,62.6,,28,,0,0
B27,1/7/2024 21:37,1/7/2024 16:37,0,0,,0,0,,5,5,5,5,6,0,62.1,,28,,0,0
B27,1/7/2024 21:52,1/7/2024 16:52,0,0,,0,0,,4,5,5,5,5,0,61.9,,28,,0,0
B27,1/7/2024 22:07,1/7/2024 17:07,0,0,,0,0,,4,5,5,5,5,0,61.5,,28,,0,0
B27,1/7/2024 22:22,1/7/2024 17:22,0,0,,0,0,,4,5,5,5,5,0,61.2,,28,,0,0
B27,1/7/2024 22:37,1/7/2024 17:37,0,0,,0,0,,5,5,5,5,5,0,61,,28,,0,0
B27,1/7/2024 22:52,1/7/2024 17:52,0,1,,1,1,,5,6,6,6,6,0,60.6,,28,,0,0
B27,1/7/2024 23:07,1/7/2024 18:07,0,0,,1,1,,5,5,5,5,5,0,60.4,,29,,0,0
B27,1/7/2024 23:22,1/7/2024 18:22,0,0,,0,0,,4,5,5,5,5,0,59.9,,28,,0,0
B27,1/7/2024 23:37,1/7/2024 18:37,0,0,,0,0,,4,5,5,5,5,0,59.5,,29,,0,0
B27,1/7/2024 23:52,1/7/2024 18:52,0,0,,0,0,,4,5,5,5,5,0,59,,29,,0,0
B27,1/8/2024 0:07,1/7/2024 19:07,0,1,,1,1,,5,6,6,6,6,0,58.6,,29,,0,0
B27,1/8/2024 0:22,1/7/2024 19:22,0,0,,0,0,,5,5,5,5,5,0,58.1,,29,,0,0
B27,1/8/2024 0:37,1/7/2024 19:37,0,0,,0,0,,5,6,6,6,6,0,57.6,,30,,0,0
B27,1/8/2024 0:52,1/7/2024 19:52,0,0,,0,0,,4,5,5,5,5,0,56.8,,30,,0,0
B27,1/8/2024 1:07,1/7/2024 20:07,0,1,,1,1,,5,6,6,6,6,0,56.1,,30,,0,0
B27,1/8/2024 1:22,1/7/2024 20:22,1,1,,1,1,,6,6,7,7,7,0,55.6,,31,,0,0
B27,1/8/2024 1:37,1/7/2024 20:37,1,1,,1,1,,7,8,8,8,8,0,55,,31,,0,0
B27,1/8/2024 1:52,1/7/2024 20:52,1,1,,1,1,,8,10,10,10,10,0,54.7,,31,,0,0
B27,1/8/2024 2:07,1/7/2024 21:07,1,1,,1,1,,8,10,10,10,10,0,54.3,,32,,0,0
B27,1/8/2024 2:22,1/7/2024 21:22,1,1,,1,1,,8,10,10,10,10,0,54.1,,31,,0,0
B27,1/8/2024 2:37,1/7/2024 21:37,1,1,,1,1,,9,11,11,11,11,0,53.8,,31,,0,0
B27,1/8/2024 2:52,1/7/2024 21:52,1,1,,1,1,,9,10,10,10,10,0,53.6,,31,,0,0
B27,1/8/2024 3:07,1/7/2024 22:07,1,1,,1,1,,10,11,11,11,11,0,53.6,,30,,0,0
B27,1/8/2024 3:22,1/7/2024 22:22,1,1,,1,1,,8,9,9,9,9,0,53.6,,30,,0,0
B27,1/8/2024 3:37,1/7/2024 22:37,1,1,,1,1,,6,7,7,7,7,0,53.4,,30,,0,0
B27,1/8/2024 3:52,1/7/2024 22:52,1,1,,1,1,,6,7,7,7,7,0,53.2,,30,,0,0
B27,1/8/2024 4:07,1/7/2024 23:07,1,1,,1,1,,6,7,7,7,7,0,53.1,,30,,0,0
B27,1/8/2024 4:22,1/7/2024 23:22,1,1,,1,1,,7,8,8,8,8,0,52.9,,31,,0,0
B27,1/8/2024 4:37,1/7/2024 23:37,1,1,,1,1,,7,8,8,8,8,0,52.5,,32,,0,0
B27,1/8/2024 4:52,1/7/2024 23:52,1,1,,1,1,,7,8,8,8,8,0,52.3,,32,,0,0
B27,1/8/2024 5:07,1/8/2024 0:07,0,0,,0,0,,5,6,6,6,6,0,52.3,,32,,0,0
B27,1/8/2024 5:22,1/8/2024 0:22,0,1,,1,1,,5,6,6,6,6,0,52.3,,32,,0,0
B27,1/8/2024 5:37,1/8/2024 0:37,0,0,,0,0,,5,6,6,6,6,0,52,,33,,0,0
B27,1/8/2024 5:52,1/8/2024 0:52,1,1,,1,1,,6,7,7,7,7,0,51.8,,34,,0,0
B27,1/8/2024 6:07,1/8/2024 1:07,0,1,,1,1,,5,6,6,6,6,0,51.6,,33,,0,0
B27,1/8/2024 6:22,1/8/2024 1:22,0,0,,0,0,,4,4,4,4,4,0,51.8,,32,,0,0
B27,1/8/2024 6:37,1/8/2024 1:37,0,0,,0,0,,4,4,4,4,4,0,52,,31,,0,0
B27,1/8/2024 6:52,1/8/2024 1:52,0,0,,0,0,,4,5,5,5,5,0,52.3,,30,,0,0
B27,1/8/2024 7:07,1/8/2024 2:07,0,0,,0,0,,4,4,4,4,4,0,52.3,,30,,0,0
B27,1/8/2024 7:22,1/8/2024 2:22,0,0,,0,0,,4,4,4,4,4,0,52.3,,29,,0,0
B27,1/8/2024 7:37,1/8/2024 2:37,0,0,,0,0,,4,5,5,5,5,0,52.2,,30,,0,0
B27,1/8/2024 7:52,1/8/2024 2:52,0,1,,1,1,,5,6,6,6,6,0,51.4,,31,,0,0
B27,1/8/2024 8:07,1/8/2024 3:07,0,0,,0,0,,3,4,4,4,4,0,51.1,,30,,0,0
B27,1/8/2024 8:22,1/8/2024 3:22,0,0,,0,0,,3,4,4,4,4,0,52.3,,29,,0,0
B27,1/8/2024 8:37,1/8/2024 3:37,0,0,,0,0,,3,4,4,4,4,0,52.9,,29,,0,0
B27,1/8/2024 8:52,1/8/2024 3:52,0,0,,0,0,,3,4,4,4,4,0,52.2,,31,,0,0
B27,1/8/2024 9:07,1/8/2024 4:07,1,1,,1,1,,6,7,7,7,7,0,50.5,,34,,0,0
B27,1/8/2024 9:22,1/8/2024 4:22,1,1,,1,1,,6,7,7,7,7,0,49.5,,35,,0,0
B27,1/8/2024 9:37,1/8/2024 4:37,1,1,,1,1,,6,7,7,7,7,0,48.6,,37,,0,0
B27,1/8/2024 9:52,1/8/2024 4:52,1,1,,1,1,,6,7,7,7,7,0,47.8,,38,,0,0
B27,1/8/2024 10:07,1/8/2024 5:07,1,1,,1,1,,6,7,7,7,7,0,47.5,,38,,0,0
B27,1/8/2024 10:22,1/8/2024 5:22,1,1,,1,1,,7,8,8,8,8,0,46.8,,40,,0,0
B27,1/8/2024 10:37,1/8/2024 5:37,1,1,,1,1,,8,9,10,10,10,0,46,,42,,0,0
B27,1/8/2024 10:52,1/8/2024 5:52,1,1,,1,1,,9,11,11,11,11,0,45.5,,43,,0,0
B27,1/8/2024 11:07,1/8/2024 6:07,1,1,,1,1,,11,13,13,13,13,0,44.8,,44,,0,0
B27,1/8/2024 11:22,1/8/2024 6:22,1,1,,1,1,,12,14,14,14,14,0,44.4,,46,,0,0
B27,1/8/2024 11:37,1/8/2024 6:37,1,1,,1,1,,12,14,14,14,14,0,43.9,,47,,0,0
B27,1/8/2024 11:52,1/8/2024 6:52,1,1,,1,1,,13,15,15,15,15,0,43.5,,48,,0,0
B27,1/8/2024 12:07,1/8/2024 7:07,1,1,,1,1,,13,15,15,15,15,0,43.2,,48,,0,0
B27,1/8/2024 12:22,1/8/2024 7:22,1,1,,1,1,,13,15,15,15,15,0,42.8,,50,,0,0
B27,1/8/2024 12:37,1/8/2024 7:37,1,1,,1,1,,14,16,17,17,17,0,42.4,,51,,0,0
B27,1/8/2024 12:52,1/8/2024 7:52,1,2,,2,2,,17,20,20,20,20,0,42.3,,51,,0,0
B27,1/8/2024 13:07,1/8/2024 8:07,2,2,,2,2,,18,21,21,21,21,0,42.1,,52,,0,0
B27,1/8/2024 13:22,1/8/2024 8:22,2,2,,2,2,,19,22,22,22,22,0,41.9,,52,,0,0
B27,1/8/2024 13:37,1/8/2024 8:37,2,2,,2,2,,23,27,27,27,27,0,41.7,,53,,0,0
B27,1/8/2024 13:52,1/8/2024 8:52,2,2,,2,2,,19,22,22,22,22,0,41.5,,53,,0,0
B27,1/8/2024 14:07,1/8/2024 9:07,2,2,,2,2,,19,22,22,22,22,0,41.4,,54,,0,0
B27,1/8/2024 14:22,1/8/2024 9:22,2,2,,2,2,,20,23,23,23,23,0,41.2,,54,,0,0
B27,1/8/2024 14:37,1/8/2024 9:37,2,2,,2,2,,19,23,23,23,23,0,41.2,,54,,0,0
B27,1/8/2024 14:52,1/8/2024 9:52,2,2,,2,2,,20,23,23,23,23,0,41,,54,,0,0
B27,1/8/2024 15:07,1/8/2024 10:07,2,2,,2,2,,21,24,24,24,24,0,40.8,,55,,0,0
B27,1/8/2024 15:22,1/8/2024 10:22,2,2,,2,2,,21,25,25,25,25,0,44.1,,53,,0,0
B27,1/8/2024 15:37,1/8/2024 10:37,2,2,,2,2,,20,23,23,23,23,0,50.5,,45,,0,0
B27,1/8/2024 15:52,1/8/2024 10:52,2,2,,2,2,,20,23,24,24,24,0,55,,39,,0,0
B27,1/8/2024 16:07,1/8/2024 11:07,2,2,,2,2,,20,23,23,23,23,0,58.5,,36,,0,0
B27,1/8/2024 16:22,1/8/2024 11:22,2,2,,2,2,,19,22,22,22,22,0,62.1,,32,,0,0
B27,1/8/2024 16:37,1/8/2024 11:37,2,2,,2,2,,19,22,22,22,22,0,63,,30,,0,0
B27,1/8/2024 16:52,1/8/2024 11:52,1,2,,2,2,,15,17,17,17,17,0,64.2,,28,,0,0
B27,1/8/2024 17:07,1/8/2024 12:07,1,1,,1,1,,13,15,15,15,15,0,66.4,,26,,0,0
B27,1/8/2024 17:22,1/8/2024 12:22,1,1,,1,1,,10,12,12,12,12,0,68.5,,24,,0,0
B27,1/8/2024 17:37,1/8/2024 12:37,1,1,,1,1,,9,10,10,10,10,0,70.2,,22,,0,0
B27,1/8/2024 17:52,1/8/2024 12:52,1,1,,1,1,,8,9,9,9,9,0,72.1,,21,,0,0
B27,1/8/2024 18:07,1/8/2024 13:07,1,1,,1,1,,8,10,10,10,10,0,73,,20,,0,0
B27,1/8/2024 18:22,1/8/2024 13:22,1,1,,1,1,,9,11,11,11,11,0,72.5,,20,,0,0
B27,1/8/2024 18:37,1/8/2024 13:37,1,1,,1,1,,7,8,8,8,8,0,74.7,,19,,0,0
B27,1/8/2024 18:52,1/8/2024 13:52,1,1,,1,1,,7,8,8,8,8,0,75.4,,18,,0,0
B27,1/8/2024 19:07,1/8/2024 14:07,1,1,,1,1,,7,8,8,8,8,0,75.6,,18,,0,0
B27,1/8/2024 19:22,1/8/2024 14:22,1,1,,1,1,,6,8,8,8,8,0,76.5,,18,,0,0
B27,1/8/2024 19:37,1/8/2024 14:37,1,1,,1,1,,6,7,7,7,7,0,78.3,,18,,0,0
B27,1/8/2024 19:52,1/8/2024 14:52,1,1,,1,1,,6,7,7,7,7,0,79.2,,17,,0,0
B27,1/8/2024 20:07,1/8/2024 15:07,1,1,,1,1,,6,7,7,7,7,0,75,,18,,0,0
B27,1/8/2024 20:22,1/8/2024 15:22,1,1,,1,1,,7,8,8,8,8,0,67.3,,20,,0,0
B27,1/8/2024 20:37,1/8/2024 15:37,1,1,,1,1,,7,8,8,8,9,0,64.8,,21,,0,0
B27,1/8/2024 20:52,1/8/2024 15:52,1,1,,1,1,,9,11,11,11,11,0,63.9,,21,,0,0
B27,1/8/2024 21:07,1/8/2024 16:07,1,1,,1,1,,10,11,11,11,11,0,63.5,,22,,0,0
B27,1/8/2024 21:22,1/8/2024 16:22,1,1,,1,1,,11,12,12,12,12,0,63.5,,21,,0,0
B27,1/8/2024 21:37,1/8/2024 16:37,1,1,,1,1,,11,13,13,13,13,0,63.3,,22,,0,0
B27,1/8/2024 21:52,1/8/2024 16:52,1,1,,1,1,,12,14,14,14,14,0,63.3,,21,,0,0
B27,1/8/2024 22:07,1/8/2024 17:07,1,1,,1,1,,10,12,12,12,12,0,63.3,,22,,0,0
B27,1/8/2024 22:22,1/8/2024 17:22,1,1,,1,1,,10,11,11,11,11,0,63.3,,21,,0,0
B27,1/8/2024 22:37,1/8/2024 17:37,1,1,,1,1,,9,11,11,11,11,0,63.1,,22,,0,0
B27,1/8/2024 22:52,1/8/2024 17:52,1,1,,1,1,,8,9,9,9,9,0,63,,22,,0,0
B27,1/8/2024 23:07,1/8/2024 18:07,1,1,,1,1,,6,7,7,7,7,0,62.8,,22,,0,0
B27,1/8/2024 23:22,1/8/2024 18:22,1,1,,1,1,,7,8,8,8,8,0,62.4,,23,,0,0
B27,1/8/2024 23:37,1/8/2024 18:37,1,1,,1,1,,6,7,7,7,7,0,62.1,,25,,0,0
B27,1/8/2024 23:52,1/8/2024 18:52,1,1,,1,1,,5,6,6,6,6,0,61.5,,25,,0,0
B27,1/9/2024 0:07,1/8/2024 19:07,1,1,,1,1,,6,7,7,7,7,0,61.2,,26,,0,0
B27,1/9/2024 0:22,1/8/2024 19:22,1,1,,1,1,,6,7,7,7,7,0,60.4,,27,,0,0
B27,1/9/2024 0:37,1/8/2024 19:37,1,1,,1,1,,6,7,7,7,7,0,59.4,,28,,0,0
B27,1/9/2024 0:52,1/8/2024 19:52,1,1,,1,1,,6,7,7,7,7,0,58.3,,30,,0,0
B27,1/9/2024 1:07,1/8/2024 20:07,1,1,,1,1,,9,10,10,11,11,0,57.6,,31,,0,0
B27,1/9/2024 1:22,1/8/2024 20:22,1,1,,1,1,,9,11,11,11,11,0,56.8,,33,,0,0
B27,1/9/2024 1:37,1/8/2024 20:37,2,2,,2,2,,17,20,20,20,20,0,56.1,,35,,0,0
B27,1/9/2024 1:52,1/8/2024 20:52,2,2,,2,2,,18,21,21,21,21,0,55.8,,36,,0,0
B27,1/9/2024 2:07,1/8/2024 21:07,2,2,,2,2,,20,23,23,23,23,0,55.4,,38,,0,0
B27,1/9/2024 2:22,1/8/2024 21:22,2,2,,2,2,,19,22,23,23,23,0,54.7,,40,,0,0
B27,1/9/2024 2:37,1/8/2024 21:37,2,2,,2,2,,18,21,21,21,21,0,54.1,,41,,0,0
B27,1/9/2024 2:52,1/8/2024 21:52,2,2,,2,2,,21,24,24,24,24,0,53.6,,43,,0,0
B27,1/9/2024 3:07,1/8/2024 22:07,2,3,,3,3,,26,30,30,30,30,0,53.2,,43,,0,0
B27,1/9/2024 3:22,1/8/2024 22:22,2,3,,3,3,,28,32,32,32,32,0,53.1,,44,,0,0
B27,1/9/2024 3:37,1/8/2024 22:37,2,3,,3,3,,26,31,31,31,31,0,52.7,,45,,0,0
B27,1/9/2024 3:52,1/8/2024 22:52,3,3,,3,3,,31,36,37,37,37,0,52.2,,45,,0,0
B27,1/9/2024 4:07,1/8/2024 23:07,4,4,,4,4,,46,53,53,53,53,0,52,,45,,0,0
B27,1/9/2024 4:22,1/8/2024 23:22,5,5,,5,5,,52,61,61,61,61,0,51.8,,45,,0,0
B27,1/9/2024 4:37,1/8/2024 23:37,4,4,,4,4,,45,52,53,53,53,0,51.4,,45,,0,0
B27,1/9/2024 4:52,1/8/2024 23:52,5,5,,5,5,,51,60,60,60,60,0,51.1,,45,,0,0
B27,1/9/2024 5:07,1/9/2024 0:07,5,5,,5,5,,54,62,62,62,62,0,50.5,,46,,0,0
B27,1/9/2024 5:22,1/9/2024 0:22,4,4,,4,4,,46,53,53,53,53,0,50,,46,,0,0
B27,1/9/2024 5:37,1/9/2024 0:37,4,4,,4,4,,47,54,54,54,54,0,49.8,,45,,0,0
B27,1/9/2024 5:52,1/9/2024 0:52,4,4,,4,4,,43,50,51,51,51,0,49.8,,44,,0,0
B27,1/9/2024 6:07,1/9/2024 1:07,3,3,,3,3,,29,34,34,34,34,0,50.2,,41,,0,0
B27,1/9/2024 6:22,1/9/2024 1:22,2,2,,3,3,,27,31,31,31,31,0,50.5,,41,,0,0
B27,1/9/2024 6:37,1/9/2024 1:37,3,3,,3,3,,29,34,34,34,34,0,50.2,,41,,0,0
B27,1/9/2024 6:52,1/9/2024 1:52,2,2,,2,2,,24,28,28,28,28,0,50.4,,41,,0,0
B27,1/9/2024 7:07,1/9/2024 2:07,2,3,,3,3,,28,33,33,33,33,0,50,,42,,0,0
B27,1/9/2024 7:22,1/9/2024 2:22,3,3,,3,3,,28,33,33,33,33,0,49.1,,44,,0,0
B27,1/9/2024 7:37,1/9/2024 2:37,3,3,,3,3,,31,35,36,36,36,0,48.4,,46,,0,0
B27,1/9/2024 7:52,1/9/2024 2:52,3,3,,3,3,,34,39,39,39,39,0,47.8,,47,,0,0
B27,1/9/2024 8:07,1/9/2024 3:07,3,4,,4,4,,38,44,44,44,44,0,47.5,,48,,0,0
B27,1/9/2024 8:22,1/9/2024 3:22,3,3,,3,3,,36,42,42,42,42,0,47.3,,48,,0,0
B27,1/9/2024 8:37,1/9/2024 3:37,3,3,,3,3,,32,38,38,38,38,0,47.1,,48,,0,0
B27,1/9/2024 8:52,1/9/2024 3:52,3,3,,3,3,,34,39,39,39,39,0,47.1,,47,,0,0
B27,1/9/2024 9:07,1/9/2024 4:07,2,3,,3,3,,28,33,33,33,33,0,47.3,,46,,0,0
B27,1/9/2024 9:22,1/9/2024 4:22,2,2,,2,2,,25,29,29,29,29,0,47.3,,47,,0,0
B27,1/9/2024 9:37,1/9/2024 4:37,2,2,,2,2,,24,28,28,28,28,0,46.8,,48,,0,0
B27,1/9/2024 9:52,1/9/2024 4:52,2,3,,3,3,,27,32,32,32,32,0,46.4,,49,,0,0
B27,1/9/2024 10:07,1/9/2024 5:07,2,2,,2,2,,27,31,31,31,31,0,46,,50,,0,0
B27,1/9/2024 10:22,1/9/2024 5:22,2,2,,2,2,,24,27,28,28,28,0,45.9,,51,,0,0
B27,1/9/2024 10:37,1/9/2024 5:37,2,2,,2,2,,19,22,23,23,23,0,45.7,,50,,0,0
B27,1/9/2024 10:52,1/9/2024 5:52,2,2,,2,2,,20,23,23,23,23,0,45.5,,51,,0,0
B27,1/9/2024 11:07,1/9/2024 6:07,2,2,,2,2,,20,23,23,23,23,0,45.3,,52,,0,0
B27,1/9/2024 11:22,1/9/2024 6:22,2,2,,3,3,,23,28,28,28,28,0,45,,52,,0,0
B27,1/9/2024 11:37,1/9/2024 6:37,2,2,,2,2,,18,21,21,21,22,0,44.8,,52,,0,0
B27,1/9/2024 11:52,1/9/2024 6:52,1,1,,1,2,,16,19,19,19,19,0,44.4,,53,,0,0
B27,1/9/2024 12:07,1/9/2024 7:07,1,1,,1,1,,16,18,18,18,18,0,44.1,,53,,0,0
B27,1/9/2024 12:22,1/9/2024 7:22,1,1,,1,1,,16,18,18,18,18,0,43.7,,54,,0,0
B27,1/9/2024 12:37,1/9/2024 7:37,1,1,,1,1,,15,17,17,17,17,0,43.5,,54,,0,0
B27,1/9/2024 12:52,1/9/2024 7:52,1,1,,1,1,,13,15,15,15,15,0,43.5,,53,,0,0
B27,1/9/2024 13:07,1/9/2024 8:07,1,1,,1,1,,12,14,14,14,14,0,43.7,,53,,0,0
B27,1/9/2024 13:22,1/9/2024 8:22,1,1,,1,1,,13,15,15,15,15,0,43.5,,53,,0,0
B27,1/9/2024 13:37,1/9/2024 8:37,1,1,,1,1,,12,15,15,15,15,0,43.5,,53,,0,0
