Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local,Sensor
2024-03-03 21:10:03,,,46.0,10.0,10,11,,,11,11,,,73,82,82,82,82,0.45,0.0,430.0709446350627,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.47960505001463805,,,0.0,74.46891337554553,,54.23295950768419,,0.0,2024-03-04 00:10:03,Indoor04
2024-03-03 21:25:03,,,42.0,9.0,10,10,,,10,10,,,71,80,80,80,80,0.46,0.0,428.2473798428079,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.4954919037483185,,,0.0,74.28324539825482,,54.23295950768419,,0.0,2024-03-04 00:25:03,Indoor04
2024-03-03 21:40:03,,,42.0,9.0,9,10,,,10,10,,,68,77,77,77,77,0.45,0.0,431.8945094273174,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.4954919037483185,,,0.0,74.0975774209641,,55.191636060965365,,0.0,2024-03-04 00:40:03,Indoor04
2024-03-03 22:10:03,,,38.0,8.0,9,9,,,9,9,,,65,73,73,73,73,0.44,0.0,439.18876859633644,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.48675413419479424,,,0.0,73.81907545502804,,55.191636060965365,,0.0,2024-03-04 01:10:03,Indoor04
2024-03-03 22:25:03,,,38.0,8.0,9,9,,,9,9,,,62,70,70,70,70,0.45,0.0,441.01233338859123,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.4899315049415303,,,0.0,73.81907545502804,,55.191636060965365,,0.0,2024-03-04 01:25:03,Indoor04
2024-03-03 22:40:03,,,38.0,8.0,8,9,,,9,9,,,61,68,68,68,68,0.45,0.0,434.62985661569957,,,0.0,,,,,23.58643496600295,,0.0,,,,,,,,,,,,,,,,,0.4811937353880061,,,0.0,73.63340747773732,,56.15031261424654,,0.0,2024-03-04 01:40:03,Indoor04
2024-03-03 23:10:03,,,38.0,8.0,8,9,,,9,9,,,58,66,66,66,66,0.44,0.0,450.130157349865,,,0.0,,,,,23.58643496600295,,0.0,,,,,,,,,,,,,,,,,0.4931088756882664,,,0.0,73.44773950044662,,56.15031261424654,,0.0,2024-03-04 02:10:03,Indoor04
2024-03-03 23:25:03,,,33.0,7.0,8,8,,,8,8,,,55,61,62,62,62,0.43,0.0,450.130157349865,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.47960505001463805,,,0.0,73.26207152315591,,56.15031261424654,,0.0,2024-03-04 02:25:03,Indoor04
2024-03-03 23:40:03,,,33.0,7.0,7,8,,,8,8,,,52,58,58,58,58,0.43,0.0,449.2183749537376,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.4597464828475376,,,0.0,73.07640354586519,,56.15031261424654,,0.0,2024-03-04 02:40:03,Indoor04
2024-03-04 00:10:03,,,29.0,6.0,6,7,,,7,7,,,45,50,50,50,50,0.44,0.0,461.07154610339353,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.43035580344022883,,,0.0,72.98356955721984,,56.15031261424654,,0.0,2024-03-04 03:10:03,Indoor04
2024-03-04 00:25:03,,,25.0,6.0,6,6,,,6,6,,,42,47,47,47,47,0.45,0.0,460.15976370726617,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.4168519777666005,,,0.0,72.98356955721984,,56.15031261424654,,0.0,2024-03-04 03:25:03,Indoor04
2024-03-04 00:40:03,,,25.0,6.0,6,6,,,6,6,,,40,45,45,45,45,0.45,0.0,458.33619891501144,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.41288026433318037,,,0.0,72.79790157992913,,56.15031261424654,,0.0,2024-03-04 03:40:03,Indoor04
2024-03-04 01:10:03,,,21.0,5.0,5,5,,,5,5,,,34,38,38,38,38,0.44,0.0,457.424416518884,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.3946103825394479,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 04:10:03,Indoor04
2024-03-04 01:25:03,,,21.0,5.0,4,5,,,5,5,,,33,37,37,37,37,0.45,0.0,461.98332849952095,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.38428392761255564,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 04:25:03,Indoor04
2024-03-04 01:40:03,,,17.0,4.0,4,4,,,4,4,,,30,34,34,34,34,0.44,0.0,460.15976370726617,,,0.0,,,,,23.57691236352146,,0.0,,,,,,,,,,,,,,,,,0.3747518153723474,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 04:40:03,Indoor04
2024-03-04 02:10:03,,,17.0,4.0,4,4,,,4,4,,,28,32,32,32,32,0.44,0.0,461.07154610339353,,,0.0,,,,,23.58643496600295,,0.0,,,,,,,,,,,,,,,,,0.38348958492587165,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 05:10:03,Indoor04
2024-03-04 02:25:03,,,17.0,4.0,4,4,,,4,4,,,28,32,32,32,32,0.44,0.0,463.8068932917757,,,0.0,,,,,23.58643496600295,,0.0,,,,,,,,,,,,,,,,,0.39540472522613196,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 05:25:03,Indoor04
2024-03-04 02:40:03,,,17.0,4.0,4,4,,,4,4,,,29,33,33,33,33,0.45,0.0,472.9247172530495,,,0.0,,,,,23.58643496600295,,0.0,,,,,,,,,,,,,,,,,0.41605763507991644,,,0.0,72.61223360263841,,55.191636060965365,,0.0,2024-03-04 05:40:03,Indoor04
2024-03-04 03:10:03,,,17.0,4.0,4,4,,,4,4,,,28,32,32,32,32,0.44,0.0,478.39541162981374,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.4446539718005412,,,0.0,72.42656562534769,,56.15031261424654,,0.0,2024-03-04 06:10:03,Indoor04
2024-03-04 03:25:03,,,17.0,4.0,4,4,,,4,4,,,29,33,33,33,33,0.44,0.0,481.1307588181959,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.44624265717390926,,,0.0,72.24089764805699,,56.15031261424654,,0.0,2024-03-04 06:25:03,Indoor04
2024-03-04 03:40:03,,,17.0,4.0,4,4,,,4,4,,,30,34,34,34,34,0.43,0.0,482.9543236104506,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.4899315049415303,,,0.0,72.24089764805699,,56.15031261424654,,0.0,2024-03-04 06:40:03,Indoor04
2024-03-04 04:10:03,,,21.0,5.0,5,5,,,5,5,,,37,42,42,42,42,0.45,0.0,491.16036517559706,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.5558619479363041,,,0.0,72.24089764805699,,56.15031261424654,,0.0,2024-03-04 07:10:03,Indoor04
2024-03-04 04:25:03,,,25.0,6.0,6,6,,,6,6,,,40,45,46,46,46,0.45,0.0,488.4250179872149,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.5757205151034045,,,0.0,72.24089764805699,,56.15031261424654,,0.0,2024-03-04 07:25:03,Indoor04
2024-03-04 04:40:03,,,25.0,6.0,6,6,,,6,6,,,44,49,49,49,49,0.46,0.0,492.9839299678518,,,0.0,,,,,23.595957568484437,,0.0,,,,,,,,,,,,,,,,,0.5860469700302967,,,0.0,72.24089764805699,,56.15031261424654,,0.0,2024-03-04 07:40:03,Indoor04
2024-03-04 05:10:03,,,29.0,6.0,7,7,,,7,7,,,50,56,56,56,56,0.47,0.0,606.9567294837742,,,0.0,,,,,23.60548017096593,,0.0,,,,,,,,,,,,,,,,,0.7306173390067885,,,0.0,72.98356955721984,,58.06766572080888,,0.0,2024-03-04 08:10:03,Indoor04
2024-03-04 08:10:33,,,29.0,7.0,6,7,,,8,8,,,39,45,46,46,46,0.54,0.0,480.2189764220685,,,0.0,,,,,24.0054294751885,,0.0,,,,,,,,,,,,,,,,,0.03795051621832286,,,0.0,81.98846645581936,,49.43957674127834,,0.0,2024-03-04 11:10:33,Indoor04
2024-03-04 13:05:55,,,38.0,8.0,8,9,,,9,9,,,57,64,64,64,64,0.43,0.0,472.9247172530495,,,0.0,,,,,23.910203450373604,,0.0,,,,,,,,,,,,,,,,,0.041922229651742964,,,0.0,83.10247431956363,,50.39825329455951,,0.0,2024-03-04 16:05:55,Indoor04
2024-03-04 13:20:55,,,25.0,6.0,6,6,,,6,6,,,40,45,45,45,45,0.44,0.0,431.8945094273174,,,0.0,,,,,23.910203450373604,,0.0,,,,,,,,,,,,,,,,,0.044305257711795026,,,0.0,83.93798021737184,,48.480900187997165,,0.0,2024-03-04 16:20:55,Indoor04
