Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local,Sensor
2024-05-03 21:02:05,,,57.0,14.0,14,15,,,15,15,,,108,121,121,121,121,0.49,0.0,421.03456051898627,,,0.0,,,,,23.633408585778103,,0.0,,,,,,,,,,,,,,,,,0.08209668199453302,,,0.0,72.28528253289477,,65.3218848362164,,0.0,2024-05-04 00:02:05,Indoor11
2024-05-03 21:17:05,,,55.0,13.0,13,14,,,14,14,,,99,111,111,111,111,0.48,0.0,425.6357613280731,,,0.0,,,,,23.633408585778103,,0.0,,,,,,,,,,,,,,,,,0.08209668199453302,,,0.0,72.28528253289477,,65.3218848362164,,0.0,2024-05-04 00:17:05,Indoor11
2024-05-03 21:32:05,,,53.0,12.0,12,13,,,13,13,,,89,100,100,100,100,0.48,0.0,430.23696213715994,,,0.0,,,,,23.623627456338667,,0.0,,,,,,,,,,,,,,,,,0.0755344956375673,,,0.0,72.07655989635738,,65.3218848362164,,0.0,2024-05-04 00:32:05,Indoor11
2024-05-03 22:02:05,,,42.0,9.0,9,10,,,10,10,,,69,77,77,77,77,0.49,0.0,431.15720229897727,,,0.0,,,,,23.623627456338667,,0.0,,,,,,,,,,,,,,,,,0.06428503331134033,,,0.0,71.86783725981999,,65.3218848362164,,0.0,2024-05-04 01:02:05,Indoor11
2024-05-03 22:17:05,,,33.0,7.0,8,8,,,8,8,,,59,66,66,66,66,0.48,0.0,434.83816294624677,,,0.0,,,,,23.623627456338667,,0.0,,,,,,,,,,,,,,,,,0.05491048137281787,,,0.0,71.76347594155132,,65.3218848362164,,0.0,2024-05-04 01:17:05,Indoor11
2024-05-03 22:32:05,,,29.0,6.0,6,7,,,7,7,,,48,54,55,55,55,0.47,0.0,425.6357613280731,,,0.0,,,,,23.623627456338667,,0.0,,,,,,,,,,,,,,,,,0.049285750209704396,,,0.0,71.76347594155132,,65.3218848362164,,0.0,2024-05-04 01:32:05,Indoor11
2024-05-03 23:02:05,,,21.0,5.0,5,5,,,5,5,,,36,41,41,41,41,0.48,0.0,422.875040842621,,,0.0,,,,,23.613846326899235,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,71.34603066847654,,65.3218848362164,,0.0,2024-05-04 02:02:05,Indoor11
2024-05-04 03:02:39,,,4.0,1.0,1,1,,,1,1,,,9,10,10,10,10,0.46,0.0,421.95480068080366,,,0.0,,,,,23.633408585778103,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.61550144059572,,63.29302649324657,,0.0,2024-05-04 06:02:39,Indoor11
2024-05-04 03:17:39,,,4.0,1.0,1,1,,,1,1,,,10,11,11,11,11,0.46,0.0,419.19408019535155,,,0.0,,,,,23.633408585778103,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.61550144059572,,63.29302649324657,,0.0,2024-05-04 06:17:39,Indoor11
2024-05-04 03:42:59,,,8.0,3.0,2,2,,,3,3,,,13,16,16,16,17,0.6,0.0,562.7515454388604,,,0.0,,,,,23.643189715217535,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.61550144059572,,65.3218848362164,,0.0,2024-05-04 06:42:59,Indoor11
2024-05-04 04:12:59,,,13.0,3.0,2,3,,,3,3,,,18,21,21,21,21,0.47,0.0,528.7026594516179,,,0.0,,,,,23.643189715217535,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.19805616752096,,65.3218848362164,,0.0,2024-05-04 07:12:59,Indoor11
2024-05-04 04:27:59,,,13.0,3.0,3,3,,,3,3,,,21,23,23,23,23,0.48,0.0,508.45737589163593,,,0.0,,,,,23.65297084465697,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.19805616752096,,65.3218848362164,,0.0,2024-05-04 07:27:59,Indoor11
2024-05-04 04:42:59,,,13.0,3.0,3,3,,,3,3,,,23,26,26,26,26,0.47,0.0,501.095454597097,,,0.0,,,,,23.65297084465697,,0.0,,,,,,,,,,,,,,,,,0.0333490119142162,,,0.0,70.40677880405835,,65.3218848362164,,0.0,2024-05-04 07:42:59,Indoor11
