Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local
2024-05-03 21:02:05,,,57.0,14.0,14,15,,,15,15,,,108,121,121,121,121,0.49,0.0,422,,,0.0,,,,,23.64,,0.0,,,,,,,,,,,,,,,,,0.052,,,0.0,72.5,,66,,0.0,2024-05-04 00:02:05
2024-05-03 21:17:05,,,55.0,13.0,13,14,,,14,14,,,99,111,111,111,111,0.48,0.0,427,,,0.0,,,,,23.64,,0.0,,,,,,,,,,,,,,,,,0.052,,,0.0,72.5,,66,,0.0,2024-05-04 00:17:05
2024-05-03 21:32:05,,,53.0,12.0,12,13,,,13,13,,,89,100,100,100,100,0.48,0.0,432,,,0.0,,,,,23.63,,0.0,,,,,,,,,,,,,,,,,0.045,,,0.0,72.3,,66,,0.0,2024-05-04 00:32:05
2024-05-03 22:02:05,,,42.0,9.0,9,10,,,10,10,,,69,77,77,77,77,0.49,0.0,433,,,0.0,,,,,23.63,,0.0,,,,,,,,,,,,,,,,,0.033,,,0.0,72.1,,66,,0.0,2024-05-04 01:02:05
2024-05-03 22:17:05,,,33.0,7.0,8,8,,,8,8,,,59,66,66,66,66,0.48,0.0,437,,,0.0,,,,,23.63,,0.0,,,,,,,,,,,,,,,,,0.023,,,0.0,72.0,,66,,0.0,2024-05-04 01:17:05
2024-05-03 22:32:05,,,29.0,6.0,6,7,,,7,7,,,48,54,55,55,55,0.47,0.0,427,,,0.0,,,,,23.63,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,72.0,,66,,0.0,2024-05-04 01:32:05
2024-05-03 23:02:05,,,21.0,5.0,5,5,,,5,5,,,36,41,41,41,41,0.48,0.0,424,,,0.0,,,,,23.62,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,71.6,,66,,0.0,2024-05-04 02:02:05
2024-05-04 03:02:39,,,4.0,1.0,1,1,,,1,1,,,9,10,10,10,10,0.46,0.0,423,,,0.0,,,,,23.64,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,70.9,,64,,0.0,2024-05-04 06:02:39
2024-05-04 03:17:39,,,4.0,1.0,1,1,,,1,1,,,10,11,11,11,11,0.46,0.0,420,,,0.0,,,,,23.64,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,70.9,,64,,0.0,2024-05-04 06:17:39
2024-05-04 03:42:59,,,8.0,3.0,2,2,,,3,3,,,13,16,16,16,17,0.60,0.0,576,,,0.0,,,,,23.65,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,70.9,,66,,0.0,2024-05-04 06:42:59
