Timestamp,Device ID,Serial Number,Model,Sub Model,Friendly Name,Latitude,Longitude,Is Indoor,Is Public,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,System Status
UTC,,,,,,,,boolean,boolean,,,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,,Fahrenheit,,%,,,
01/01/2024 00:06:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,29,6,7,7,,,7,7,,,71,79,79,80,80,0.44,0,425,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.568,,,0,71.8,,59,,0,0
01/01/2024 00:21:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,29,6,7,7,,,7,7,,,69,77,77,77,77,0.45,0,428,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.571,,,0,71.6,,59,,0,0
01/01/2024 00:36:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,29,6,7,7,,,7,7,,,68,76,76,76,76,0.45,0,424,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.571,,,0,71.6,,59,,0,0
01/01/2024 00:51:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,29,6,7,7,,,7,7,,,67,76,76,76,76,0.45,0,431,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.581,,,0,71.6,,59,,0,0
01/01/2024 01:06:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,29,6,7,7,,,7,7,,,72,80,81,81,81,0.45,0,439,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.590,,,0,71.6,,59,,0,0
01/01/2024 01:21:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,33,7,7,8,,,8,8,,,74,83,83,84,84,0.45,0,435,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.602,,,0,71.6,,59,,0,0
01/01/2024 01:36:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,38,8,8,9,,,9,9,,,84,95,95,95,95,0.46,0,424,,,0,,,,,23.65,,0,,,,,,,,,,,,,,,,,0.608,,,0,71.4,,59,,0,0
01/01/2024 01:51:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,46,10,10,11,,,11,11,,,109,122,122,122,122,0.46,0,429,,,0,,,,,23.65,,0,,,,,,,,,,,,,,,,,0.618,,,0,71.4,,59,,0,0
01/01/2024 02:06:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,53,12,13,13,,,13,13,,,131,147,147,147,147,0.47,0,426,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.630,,,0,71.6,,59,,0,0
01/01/2024 02:21:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,55,13,13,14,,,14,14,,,139,156,156,156,156,0.48,0,426,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.639,,,0,71.6,,59,,0,0
01/01/2024 02:36:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,57,14,14,15,,,15,15,,,144,161,162,162,162,0.47,0,431,,,0,,,,,23.67,,0,,,,,,,,,,,,,,,,,0.631,,,0,71.6,,59,,0,0
01/01/2024 02:51:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,59,15,15,16,,,16,16,,,155,174,174,174,174,0.47,0,436,,,0,,,,,23.67,,0,,,,,,,,,,,,,,,,,0.634,,,0,71.4,,59,,0,0
01/01/2024 03:06:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,61,16,16,17,,,17,17,,,166,186,187,187,187,0.47,0,439,,,0,,,,,23.67,,0,,,,,,,,,,,,,,,,,0.643,,,0,71.4,,59,,0,0
01/01/2024 03:21:30,ckklc030bbk2m84v0ssg,81442326005,8144,2,Indoor 06,,,true,false,59,15,15,16,,,16,16,,,160,180,180,180,180,0.47,0,441,,,0,,,,,23.67,,0,,,,,,,,,,,,,,,,,0.644,,,0,71.4,,59,,0,0
