Timestamp,Device ID,Serial Number,Model,Sub Model,Friendly Name,Latitude,Longitude,Is Indoor,Is Public,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,System Status,Timestamp_Local,Sensor
2024-04-09 14:28:17,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.84859136,,50.99192139,,0.0,1.0,2024-04-09 17:28:17,outdoor03
2024-04-09 14:28:22,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.84859136,,50.99192139,,0.0,0.0,2024-04-09 17:28:22,outdoor03
2024-04-09 14:28:27,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,8,8,8,8,0.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:27,outdoor03
2024-04-09 14:28:32,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:32,outdoor03
2024-04-09 14:28:37,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:37,outdoor03
2024-04-09 14:28:42,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:42,outdoor03
2024-04-09 14:28:47,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:47,outdoor03
2024-04-09 14:28:52,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,10,10,10,10,0.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:52,outdoor03
2024-04-09 14:28:57,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.043133096,,50.99192139,,0.0,0.0,2024-04-09 17:28:57,outdoor03
2024-04-09 14:29:02,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:02,outdoor03
2024-04-09 14:29:07,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,9,10,10,10,10,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:07,outdoor03
2024-04-09 14:29:12,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,9,10,10,10,10,0.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:12,outdoor03
2024-04-09 14:29:17,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,10,10,10,10,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:17,outdoor03
2024-04-09 14:29:22,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:22,outdoor03
2024-04-09 14:29:27,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,8,8,8,8,0.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:27,outdoor03
2024-04-09 14:29:32,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:32,outdoor03
2024-04-09 14:29:37,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,5,6,6,6,6,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:37,outdoor03
2024-04-09 14:29:42,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,5,6,6,6,6,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23767483200001,,50.99192139,,0.0,0.0,2024-04-09 17:29:42,outdoor03
2024-04-09 14:29:47,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,5,6,6,6,6,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:29:47,outdoor03
2024-04-09 14:29:52,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:29:52,outdoor03
2024-04-09 14:29:57,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:29:57,outdoor03
2024-04-09 14:30:02,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:02,outdoor03
2024-04-09 14:30:07,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:07,outdoor03
2024-04-09 14:30:12,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:12,outdoor03
2024-04-09 14:30:17,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:17,outdoor03
2024-04-09 14:30:22,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:22,outdoor03
2024-04-09 14:30:27,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:27,outdoor03
2024-04-09 14:30:32,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:32,outdoor03
2024-04-09 14:30:37,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.432216568,,50.99192139,,0.0,0.0,2024-04-09 17:30:37,outdoor03
2024-04-09 14:30:42,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:30:42,outdoor03
2024-04-09 14:30:47,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:30:47,outdoor03
2024-04-09 14:30:52,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,9,9,9,9,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:30:52,outdoor03
2024-04-09 14:30:57,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:30:57,outdoor03
2024-04-09 14:31:02,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:02,outdoor03
2024-04-09 14:31:07,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,9,9,9,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:07,outdoor03
2024-04-09 14:31:12,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:12,outdoor03
2024-04-09 14:31:17,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,10,10,10,10,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.08785145,,0.0,0.0,2024-04-09 17:31:17,outdoor03
2024-04-09 14:31:22,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,8,9,9,9,9,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:22,outdoor03
2024-04-09 14:31:27,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,9,9,9,9,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:27,outdoor03
2024-04-09 14:31:32,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,7,8,8,8,8,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:32,outdoor03
2024-04-09 14:31:37,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:37,outdoor03
2024-04-09 14:31:42,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:42,outdoor03
2024-04-09 14:31:47,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.99192139,,0.0,0.0,2024-04-09 17:31:47,outdoor03
2024-04-09 14:31:52,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.724029172,,50.08785145,,0.0,0.0,2024-04-09 17:31:52,outdoor03
2024-04-09 14:31:57,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.08785145,,0.0,0.0,2024-04-09 17:31:57,outdoor03
2024-04-09 14:32:02,,81432415028.0,8143.0,,,,,,,4.0,1.0,1,19.305271440000002,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.626758304,,50.08785145,,0.0,0.0,2024-04-09 17:32:02,outdoor03
