Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local
2024-03-23 08:02:58,,,8.0,2.0,2,2,,,2,2,,,19,22,22,22,22,0.46,0.0,484,,,0.0,,,,,23.02,,0.0,,,,,,,,,,,,,,,,,0.002,,,0.0,72.7,,43,,0.0,2024-03-23 11:02:58
2024-03-23 08:17:58,,,8.0,2.0,2,2,,,2,2,,,19,21,21,21,21,0.46,0.0,490,,,0.0,,,,,23.02,,0.0,,,,,,,,,,,,,,,,,0.012,,,0.0,73.2,,43,,0.0,2024-03-23 11:17:58
2024-03-23 08:40:33,,,8.0,2.0,2,2,,,2,2,,,20,23,23,23,23,0.43,0.0,539,,,0.0,,,,,23.01,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,74.8,,42,,0.0,2024-03-23 11:40:33
2024-03-23 09:10:33,,,17.0,4.0,4,4,,,4,4,,,36,41,41,41,41,0.42,0.0,481,,,0.0,,,,,23.01,,0.0,,,,,,,,,,,,,,,,,0.011,,,0.0,76.5,,38,,0.0,2024-03-23 12:10:33
2024-03-23 09:25:33,,,17.0,4.0,3,4,,,4,4,,,34,38,38,38,38,0.45,0.0,481,,,0.0,,,,,23.0,,0.0,,,,,,,,,,,,,,,,,0.032,,,0.0,77.4,,38,,0.0,2024-03-23 12:25:33
2024-03-25 11:11:41,,,13.0,3.0,3,3,,,3,3,,,25,29,29,29,29,0.46,0.0,651,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.016,,,0.0,78.1,,51,,0.0,2024-03-25 14:11:41
2024-03-25 11:26:41,,,8.0,2.0,2,2,,,2,2,,,21,24,24,24,24,0.44,0.0,487,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.012,,,0.0,77.9,,50,,0.0,2024-03-25 14:26:41
2024-03-25 11:41:41,,,8.0,2.0,2,2,,,2,2,,,19,21,21,21,21,0.42,0.0,480,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,0.041,,,0.0,78.3,,49,,0.0,2024-03-25 14:41:41
2024-03-25 12:11:41,,,13.0,3.0,3,3,,,3,3,,,27,30,30,30,30,0.47,0.0,512,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,0.027,,,0.0,77.7,,48,,0.0,2024-03-25 15:11:41
2024-03-25 12:26:41,,,46.0,10.0,10,11,,,11,11,,,103,116,116,116,116,0.47,0.0,529,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.133,,,0.0,77.9,,47,,0.0,2024-03-25 15:26:41
2024-03-25 12:41:41,,,17.0,4.0,4,4,,,4,4,,,37,42,42,42,42,0.46,0.0,530,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.078,,,0.0,78.3,,47,,0.0,2024-03-25 15:41:41
2024-03-25 13:11:41,,,13.0,3.0,3,3,,,3,3,,,31,34,34,34,34,0.44,0.0,505,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.014,,,0.0,78.3,,47,,0.0,2024-03-25 16:11:41
2024-03-25 13:26:41,,,17.0,4.0,4,4,,,4,4,,,41,46,46,46,46,0.45,0.0,502,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.022,,,0.0,78.3,,46,,0.0,2024-03-25 16:26:41
2024-03-25 13:41:41,,,17.0,4.0,4,4,,,4,4,,,38,43,43,43,43,0.43,0.0,505,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.036,,,0.0,78.4,,46,,0.0,2024-03-25 16:41:41
2024-03-25 14:11:41,,,157.0,57.0,62,67,,,67,68,,,621,700,703,703,703,0.49,0.0,508,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.461,,,0.0,78.1,,46,,0.0,2024-03-25 17:11:41
2024-03-25 14:26:41,,,82.0,26.0,25,27,,,28,28,,,254,287,288,288,288,0.47,0.0,511,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.46,,,0.0,77.7,,46,,0.0,2024-03-25 17:26:41
2024-03-25 14:41:41,,,151.0,52.0,52,56,,,57,57,,,524,591,593,593,594,0.49,0.0,534,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.601,,,0.0,77.4,,47,,0.0,2024-03-25 17:41:41
2024-03-25 15:11:41,,,72.0,20.0,21,22,,,22,22,,,213,239,239,239,239,0.41,0.0,544,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.731,,,0.0,76.8,,49,,0.0,2024-03-25 18:11:41
2024-03-27 09:22:06,,,13.0,3.0,3,3,,,3,3,,,28,32,32,32,32,0.46,0.0,600,,,0.0,,,,,23.11,,0.0,,,,,,,,,,,,,,,,,0.034,,,0.0,72.9,,58,,0.0,2024-03-27 12:22:06
2024-03-27 09:37:06,,,29.0,7.0,6,7,,,8,8,,,63,73,73,74,74,0.51,0.0,737,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.068,,,0.0,73.0,,59,,0.0,2024-03-27 12:37:06
2024-03-27 10:07:06,,,13.0,3.0,3,3,,,3,3,,,26,30,31,31,31,0.52,0.0,486,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.033,,,0.0,73.4,,58,,0.0,2024-03-27 13:07:06
2024-03-27 10:22:06,,,13.0,3.0,2,3,,,3,3,,,25,28,28,28,28,0.45,0.0,510,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.026,,,0.0,73.8,,56,,0.0,2024-03-27 13:22:06
2024-03-27 10:37:06,,,70.0,20.0,20,21,,,22,22,,,203,228,229,229,229,0.46,0.0,507,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,1.09,,,0.0,75.2,,62,,0.0,2024-03-27 13:37:06
2024-03-30 13:15:57,,,25.0,7.0,4,6,,,7,8,,,36,45,47,48,48,0.55,0.0,543,,,0.0,,,,,23.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,75.0,,62,,0.0,2024-03-30 16:15:57
2024-03-30 13:30:57,,,17.0,4.0,4,4,,,4,4,,,42,47,48,48,48,0.44,0.0,503,,,0.0,,,,,23.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,74.8,,60,,0.0,2024-03-30 16:30:57
2024-03-30 14:00:57,,,53.0,12.0,12,13,,,13,13,,,126,141,142,142,142,0.43,0.0,508,,,0.0,,,,,23.0,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,73.9,,61,,0.0,2024-03-30 17:00:57
2024-03-30 14:15:57,,,25.0,6.0,5,6,,,6,6,,,56,63,63,63,63,0.43,0.0,510,,,0.0,,,,,23.0,,0.0,,,,,,,,,,,,,,,,,0.018,,,0.0,74.1,,61,,0.0,2024-03-30 17:15:57
2024-03-30 14:30:57,,,21.0,5.0,5,5,,,5,5,,,47,53,53,53,53,0.43,0.0,505,,,0.0,,,,,23.01,,0.0,,,,,,,,,,,,,,,,,0.015,,,0.0,73.9,,61,,0.0,2024-03-30 17:30:57
2024-03-30 15:00:57,,,25.0,6.0,6,6,,,6,6,,,59,67,67,67,67,0.44,0.0,506,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.019,,,0.0,72.9,,63,,0.0,2024-03-30 18:00:57
2024-03-30 15:15:57,,,21.0,6.0,5,5,,,6,6,,,50,57,57,57,57,0.46,0.0,517,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.021,,,0.0,72.5,,63,,0.0,2024-03-30 18:15:57
2024-03-30 15:30:57,,,38.0,11.0,6,9,,,11,12,,,49,63,67,68,68,0.64,0.0,532,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.02,,,0.0,72.1,,63,,0.0,2024-03-30 18:30:57
2024-03-30 16:00:57,,,33.0,7.0,8,8,,,8,8,,,80,90,90,90,90,0.42,0.0,541,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.032,,,0.0,71.4,,63,,0.0,2024-03-30 19:00:57
2024-03-30 16:15:57,,,50.0,11.0,12,12,,,12,12,,,122,137,137,137,137,0.41,0.0,570,,,0.0,,,,,23.03,,0.0,,,,,,,,,,,,,,,,,0.486,,,0.0,71.6,,64,,0.0,2024-03-30 19:15:57
2024-03-30 16:30:57,,,153.0,53.0,57,60,,,60,60,,,585,657,658,658,659,0.38,0.0,1470,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,6.16,,,0.0,72.1,,65,,0.0,2024-03-30 19:30:57
2024-03-30 17:00:57,,,78.0,23.0,24,25,,,25,25,,,242,271,272,272,272,0.39,0.0,1685,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,2.892,,,0.0,73.9,,62,,0.0,2024-03-30 20:00:57
2024-03-30 17:15:57,,,70.0,19.0,19,21,,,21,21,,,199,223,224,224,224,0.42,0.0,1412,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,1.561,,,0.0,73.6,,61,,0.0,2024-03-30 20:15:57
2024-03-30 17:30:57,,,57.0,14.0,14,15,,,15,15,,,148,166,166,166,166,0.45,0.0,1371,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,1.52,,,0.0,73.0,,61,,0.0,2024-03-30 20:30:57
2024-03-30 18:00:57,,,21.0,5.0,5,5,,,5,5,,,52,59,59,59,59,0.43,0.0,982,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.781,,,0.0,72.1,,61,,0.0,2024-03-30 21:00:57
2024-03-30 18:15:57,,,13.0,3.0,3,3,,,3,3,,,33,37,37,37,37,0.44,0.0,782,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.242,,,0.0,71.8,,61,,0.0,2024-03-30 21:15:57
2024-03-30 18:30:57,,,13.0,3.0,3,3,,,3,3,,,33,38,38,38,38,0.43,0.0,630,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.019,,,0.0,71.2,,61,,0.0,2024-03-30 21:30:57
2024-03-30 19:00:57,,,17.0,4.0,4,4,,,4,4,,,39,44,44,44,44,0.43,0.0,567,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,70.7,,62,,0.0,2024-03-30 22:00:57
2024-03-30 19:15:57,,,17.0,4.0,4,4,,,4,4,,,38,43,43,43,43,0.43,0.0,536,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,70.5,,61,,0.0,2024-03-30 22:15:57
2024-03-30 19:30:57,,,17.0,4.0,4,4,,,4,4,,,39,44,44,44,44,0.43,0.0,528,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,70.2,,62,,0.0,2024-03-30 22:30:57
2024-03-30 20:00:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,533,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.02,,,0.0,69.8,,62,,0.0,2024-03-30 23:00:57
2024-03-30 20:15:57,,,17.0,4.0,4,4,,,4,4,,,42,47,47,47,47,0.43,0.0,540,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.025,,,0.0,69.6,,62,,0.0,2024-03-30 23:15:57
2024-03-30 20:30:57,,,17.0,4.0,4,4,,,4,4,,,41,46,46,46,46,0.43,0.0,545,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.033,,,0.0,69.4,,63,,0.0,2024-03-30 23:30:57
2024-03-30 21:00:57,,,17.0,4.0,4,4,,,4,4,,,41,46,46,46,46,0.44,0.0,566,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.046,,,0.0,69.1,,63,,0.0,2024-03-31 00:00:57
2024-03-30 21:15:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,566,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.046,,,0.0,68.9,,63,,0.0,2024-03-31 00:15:57
2024-03-30 21:30:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,572,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.048,,,0.0,68.7,,63,,0.0,2024-03-31 00:30:57
2024-03-30 22:00:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,556,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.037,,,0.0,68.4,,63,,0.0,2024-03-31 01:00:57
2024-03-30 22:15:57,,,17.0,4.0,4,4,,,4,4,,,41,45,46,46,46,0.44,0.0,549,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.039,,,0.0,68.2,,64,,0.0,2024-03-31 01:15:57
2024-03-30 22:30:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,548,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,0.046,,,0.0,68.2,,64,,0.0,2024-03-31 01:30:57
2024-03-30 23:00:57,,,17.0,4.0,4,4,,,4,4,,,41,46,46,46,46,0.45,0.0,553,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,0.062,,,0.0,67.8,,64,,0.0,2024-03-31 02:00:57
2024-03-30 23:15:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.43,0.0,550,,,0.0,,,,,23.05,,0.0,,,,,,,,,,,,,,,,,0.065,,,0.0,67.8,,64,,0.0,2024-03-31 02:15:57
2024-03-30 23:30:57,,,17.0,4.0,4,4,,,4,4,,,40,45,45,45,45,0.44,0.0,538,,,0.0,,,,,23.04,,0.0,,,,,,,,,,,,,,,,,0.056,,,0.0,67.6,,64,,0.0,2024-03-31 02:30:57
2024-04-01 04:08:55,,,25.0,6.0,5,6,,,6,6,,,56,63,63,63,63,0.46,0.0,496,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.01,,,0.0,63.5,,67,,0.0,2024-04-01 07:08:55
2024-04-01 04:23:55,,,57.0,14.0,14,15,,,15,15,,,155,174,174,174,174,0.43,0.0,498,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.053,,,0.0,64.0,,68,,0.0,2024-04-01 07:23:55
2024-04-01 05:08:55,,,177.0,80.0,92,105,,,111,114,,,950,1090,1103,1106,1107,0.54,0.0,499,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.342,,,0.0,64.9,,67,,0.0,2024-04-01 08:08:55
2024-04-01 05:23:55,,,102.0,34.0,33,36,,,36,37,,,351,397,398,399,399,0.51,0.0,489,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.427,,,0.0,65.3,,67,,0.0,2024-04-01 08:23:55
2024-04-01 05:38:55,,,17.0,4.0,4,4,,,4,4,,,44,50,50,50,50,0.45,0.0,504,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.058,,,0.0,65.5,,67,,0.0,2024-04-01 08:38:55
2024-04-01 06:08:55,,,8.0,2.0,2,2,,,2,2,,,25,28,28,28,28,0.43,0.0,484,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.018,,,0.0,65.7,,67,,0.0,2024-04-01 09:08:55
2024-04-01 06:23:55,,,46.0,17.0,5,11,,,16,18,,,27,49,58,60,61,0.66,0.0,499,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.027,,,0.0,66.2,,67,,0.0,2024-04-01 09:23:55
2024-04-01 06:38:55,,,61.0,21.0,11,17,,,21,23,,,98,126,134,135,136,0.66,0.0,487,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.045,,,0.0,66.6,,66,,0.0,2024-04-01 09:38:55
2024-04-01 07:08:55,,,97.0,35.0,28,34,,,37,38,,,280,327,333,334,335,0.64,0.0,473,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.239,,,0.0,67.1,,67,,0.0,2024-04-01 10:08:55
2024-04-01 07:23:55,,,179.0,84.0,95,110,,,118,122,,,958,1107,1123,1127,1128,0.59,0.0,471,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.856,,,0.0,67.8,,67,,0.0,2024-04-01 10:23:55
2024-04-01 07:38:55,,,25.0,6.0,5,6,,,6,6,,,58,65,65,65,65,0.44,0.0,479,,,0.0,,,,,23.11,,0.0,,,,,,,,,,,,,,,,,0.5,,,0.0,68.4,,67,,0.0,2024-04-01 10:38:55
2024-04-01 08:08:55,,,13.0,3.0,3,3,,,3,3,,,28,31,31,31,31,0.44,0.0,469,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.057,,,0.0,69.1,,65,,0.0,2024-04-01 11:08:55
2024-04-01 08:23:55,,,13.0,3.0,2,3,,,3,3,,,25,28,28,28,28,0.44,0.0,469,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.051,,,0.0,69.8,,65,,0.0,2024-04-01 11:23:55
2024-04-01 08:38:55,,,13.0,3.0,3,3,,,3,3,,,29,33,33,33,33,0.44,0.0,471,,,0.0,,,,,23.1,,0.0,,,,,,,,,,,,,,,,,0.05,,,0.0,70.2,,64,,0.0,2024-04-01 11:38:55
2024-04-01 09:08:55,,,17.0,4.0,4,4,,,4,4,,,37,42,42,42,42,0.44,0.0,490,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.06,,,0.0,70.3,,63,,0.0,2024-04-01 12:08:55
2024-04-01 09:23:55,,,17.0,4.0,4,4,,,4,4,,,38,43,43,43,43,0.44,0.0,494,,,0.0,,,,,23.09,,0.0,,,,,,,,,,,,,,,,,0.047,,,0.0,70.0,,63,,0.0,2024-04-01 12:23:55
2024-04-01 09:38:55,,,25.0,6.0,5,6,,,6,6,,,56,62,62,62,62,0.44,0.0,487,,,0.0,,,,,23.08,,0.0,,,,,,,,,,,,,,,,,0.061,,,0.0,70.2,,64,,0.0,2024-04-01 12:38:55
2024-04-01 10:08:55,,,17.0,4.0,4,4,,,4,4,,,37,42,42,42,42,0.46,0.0,511,,,0.0,,,,,23.07,,0.0,,,,,,,,,,,,,,,,,0.176,,,0.0,72.1,,63,,0.0,2024-04-01 13:08:55
2024-04-01 10:23:55,,,59.0,15.0,15,16,,,16,16,,,150,169,169,169,169,0.47,0.0,487,,,0.0,,,,,23.06,,0.0,,,,,,,,,,,,,,,,,0.213,,,0.0,73.0,,61,,0.0,2024-04-01 13:23:55
