Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local
2024-04-24 21:10:43,,,46.0,10.0,11,11,,,11,11,,,21,23,23,23,23,0.46,0.0,415,,,0.0,,,,,23.59,,0.0,,,,,,,,,,,,,,,,,0.001,,,0.0,74.3,,59,,0.0,2024-04-25 00:10:43
2024-04-24 21:25:43,,,46.0,10.0,10,11,,,11,11,,,20,22,22,22,22,0.48,0.0,416,,,0.0,,,,,23.59,,0.0,,,,,,,,,,,,,,,,,0.005,,,0.0,74.3,,59,,0.0,2024-04-25 00:25:43
2024-04-24 21:40:43,,,42.0,9.0,9,10,,,10,10,,,18,21,21,21,21,0.46,0.0,407,,,0.0,,,,,23.59,,0.0,,,,,,,,,,,,,,,,,0.002,,,0.0,74.1,,59,,0.0,2024-04-25 00:40:43
2024-04-24 22:10:43,,,38.0,8.0,8,9,,,9,9,,,16,18,18,18,18,0.46,0.0,416,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.005,,,0.0,74.1,,59,,0.0,2024-04-25 01:10:43
2024-04-24 22:25:43,,,33.0,7.0,8,8,,,8,8,,,15,16,16,16,16,0.48,0.0,411,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.003,,,0.0,73.9,,59,,0.0,2024-04-25 01:25:43
2024-04-24 22:40:43,,,33.0,7.0,7,8,,,8,8,,,14,15,15,15,15,0.46,0.0,412,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.013,,,0.0,73.9,,59,,0.0,2024-04-25 01:40:43
2024-04-24 23:10:43,,,29.0,6.0,7,7,,,7,7,,,13,15,15,15,15,0.46,0.0,416,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.019,,,0.0,73.9,,59,,0.0,2024-04-25 02:10:43
2024-04-24 23:25:43,,,29.0,6.0,7,7,,,7,7,,,13,14,14,14,14,0.48,0.0,417,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.022,,,0.0,73.8,,59,,0.0,2024-04-25 02:25:43
2024-04-24 23:40:43,,,29.0,6.0,7,7,,,7,7,,,13,15,15,15,15,0.47,0.0,417,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.023,,,0.0,73.8,,59,,0.0,2024-04-25 02:40:43
2024-04-25 00:10:43,,,25.0,6.0,6,6,,,6,6,,,11,13,13,13,13,0.47,0.0,411,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.02,,,0.0,73.6,,59,,0.0,2024-04-25 03:10:43
2024-04-25 00:25:43,,,25.0,6.0,5,6,,,6,6,,,11,12,12,12,12,0.47,0.0,411,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.018,,,0.0,73.4,,59,,0.0,2024-04-25 03:25:43
2024-04-25 00:40:43,,,25.0,6.0,5,6,,,6,6,,,10,12,12,12,12,0.47,0.0,415,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.017,,,0.0,73.4,,59,,0.0,2024-04-25 03:40:43
2024-04-25 01:10:43,,,21.0,5.0,5,5,,,5,5,,,10,11,11,11,11,0.47,0.0,420,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.012,,,0.0,73.2,,59,,0.0,2024-04-25 04:10:43
2024-04-25 01:25:43,,,21.0,5.0,5,5,,,5,5,,,9,10,10,10,10,0.46,0.0,415,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.005,,,0.0,73.2,,60,,0.0,2024-04-25 04:25:43
2024-04-25 01:40:43,,,21.0,5.0,5,5,,,5,5,,,9,10,10,10,10,0.48,0.0,422,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.002,,,0.0,73.0,,60,,0.0,2024-04-25 04:40:43
2024-04-25 02:10:43,,,17.0,4.0,4,4,,,4,4,,,8,9,9,9,9,0.51,0.0,430,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.002,,,0.0,73.0,,60,,0.0,2024-04-25 05:10:43
2024-04-25 02:25:43,,,17.0,4.0,4,4,,,4,4,,,8,9,9,9,9,0.49,0.0,436,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.006,,,0.0,72.9,,60,,0.0,2024-04-25 05:25:43
2024-04-25 02:40:43,,,21.0,5.0,4,5,,,5,5,,,8,9,9,9,9,0.50,0.0,439,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.002,,,0.0,72.9,,60,,0.0,2024-04-25 05:40:43
2024-04-25 03:10:43,,,17.0,4.0,4,4,,,4,4,,,8,9,9,9,9,0.49,0.0,445,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.012,,,0.0,72.7,,60,,0.0,2024-04-25 06:10:43
2024-04-25 03:25:43,,,21.0,5.0,5,5,,,5,5,,,10,11,11,11,11,0.52,0.0,439,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.018,,,0.0,72.5,,60,,0.0,2024-04-25 06:25:43
2024-04-25 03:40:43,,,25.0,6.0,6,6,,,6,6,,,11,13,13,13,13,0.50,0.0,444,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.023,,,0.0,72.5,,60,,0.0,2024-04-25 06:40:43
2024-04-25 04:10:43,,,33.0,7.0,7,8,,,8,8,,,14,16,16,16,16,0.49,0.0,455,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.043,,,0.0,72.5,,59,,0.0,2024-04-25 07:10:43
2024-04-25 04:25:43,,,38.0,8.0,8,9,,,9,9,,,16,18,18,18,18,0.47,0.0,464,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.046,,,0.0,72.5,,59,,0.0,2024-04-25 07:25:43
2024-04-25 04:40:43,,,46.0,10.0,10,11,,,11,11,,,20,22,22,22,22,0.49,0.0,477,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.052,,,0.0,72.7,,59,,0.0,2024-04-25 07:40:43
2024-04-25 05:10:43,,,55.0,13.0,13,14,,,14,14,,,26,29,29,29,29,0.49,0.0,482,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.059,,,0.0,73.4,,58,,0.0,2024-04-25 08:10:43
2024-04-25 05:25:43,,,57.0,14.0,14,15,,,15,15,,,27,30,30,30,30,0.49,0.0,477,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.058,,,0.0,73.9,,57,,0.0,2024-04-25 08:25:43
2024-04-25 05:40:43,,,57.0,14.0,14,15,,,15,15,,,26,30,30,30,30,0.50,0.0,484,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.111,,,0.0,74.5,,57,,0.0,2024-04-25 08:40:43
2024-04-25 06:10:43,,,50.0,11.0,12,12,,,12,12,,,22,25,25,25,25,0.49,0.0,482,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.061,,,0.0,75.0,,56,,0.0,2024-04-25 09:10:43
2024-04-25 06:25:43,,,50.0,11.0,11,12,,,12,12,,,21,24,24,24,24,0.50,0.0,497,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.059,,,0.0,75.2,,56,,0.0,2024-04-25 09:25:43
2024-04-25 06:40:43,,,50.0,11.0,11,12,,,12,12,,,22,24,24,24,24,0.50,0.0,492,,,0.0,,,,,23.58,,0.0,,,,,,,,,,,,,,,,,0.053,,,0.0,75.2,,56,,0.0,2024-04-25 09:40:43
2024-04-25 07:10:43,,,50.0,11.0,11,12,,,12,12,,,21,24,24,24,24,0.49,0.0,515,,,0.0,,,,,23.59,,0.0,,,,,,,,,,,,,,,,,0.074,,,0.0,75.6,,55,,0.0,2024-04-25 10:10:43
2024-04-25 07:25:43,,,50.0,11.0,12,12,,,12,12,,,22,25,25,25,25,0.49,0.0,530,,,0.0,,,,,23.6,,0.0,,,,,,,,,,,,,,,,,0.093,,,0.0,75.6,,56,,0.0,2024-04-25 10:25:43
2024-04-25 07:40:43,,,50.0,11.0,11,12,,,12,12,,,22,24,24,24,24,0.48,0.0,526,,,0.0,,,,,23.6,,0.0,,,,,,,,,,,,,,,,,0.125,,,0.0,75.6,,56,,0.0,2024-04-25 10:40:43
2024-04-25 08:10:43,,,50.0,11.0,12,12,,,12,12,,,22,25,25,25,25,0.50,0.0,544,,,0.0,,,,,23.6,,0.0,,,,,,,,,,,,,,,,,0.178,,,0.0,75.6,,56,,0.0,2024-04-25 11:10:43
2024-04-25 08:25:43,,,50.0,11.0,11,12,,,12,12,,,21,24,24,24,24,0.49,0.0,559,,,0.0,,,,,23.6,,0.0,,,,,,,,,,,,,,,,,0.191,,,0.0,75.6,,56,,0.0,2024-04-25 11:25:43
2024-04-25 10:13:56,,,76.0,22.0,22,24,,,24,24,,,41,46,47,47,47,0.54,0.0,453,,,0.0,,,,,23.5,,0.0,,,,,,,,,,,,,,,,,0.027,,,0.0,80.8,,54,,0.0,2024-04-25 13:13:56
2024-04-25 10:28:56,,,282.0,140.0,218,232,,,233,233,,,406,457,458,458,458,0.51,0.0,493,,,0.0,,,,,23.49,,0.0,,,,,,,,,,,,,,,,,0.055,,,0.0,81.0,,53,,0.0,2024-04-25 13:28:56
2024-04-25 10:43:56,,,-1.0,-1.0,620,656,,,656,656,,,1155,1298,1300,1300,1301,0.44,0.0,957,,,0.0,,,,,23.49,,0.0,,,,,,,,,,,,,,,,,3.066,,,0.0,82.0,,52,,0.0,2024-04-25 13:43:56
