Timestamp,Device ID,Serial Number,Model,Sub Model,Friendly Name,Latitude,Longitude,Is Indoor,Is Public,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,System Status
UTC,,,,,,,,boolean,boolean,,,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,,Fahrenheit,,%,,,
01/01/2024 00:06:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,42,9,9,10,,,10,10,,,60,68,68,68,68,0.49,0,419,,,0,,,,,23.60,,0,,,,,,,,,,,,,,,,,0.678,,,0,72.0,,60,,0,0
01/01/2024 00:21:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,42,9,9,10,,,10,10,,,60,68,68,68,68,0.49,0,419,,,0,,,,,23.60,,0,,,,,,,,,,,,,,,,,0.674,,,0,72.0,,60,,0,0
01/01/2024 00:36:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,42,9,9,10,,,10,10,,,59,67,67,67,67,0.48,0,421,,,0,,,,,23.61,,0,,,,,,,,,,,,,,,,,0.680,,,0,72.0,,60,,0,0
01/01/2024 00:51:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,42,9,9,10,,,10,10,,,60,68,68,68,68,0.48,0,422,,,0,,,,,23.61,,0,,,,,,,,,,,,,,,,,0.689,,,0,72.0,,60,,0,0
01/01/2024 01:06:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,42,9,10,10,,,10,10,,,64,73,73,73,73,0.49,0,423,,,0,,,,,23.61,,0,,,,,,,,,,,,,,,,,0.695,,,0,72.0,,60,,0,0
01/01/2024 01:21:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,46,11,11,11,,,12,12,,,71,81,81,81,81,0.49,0,426,,,0,,,,,23.61,,0,,,,,,,,,,,,,,,,,0.698,,,0,71.8,,60,,0,0
01/01/2024 01:36:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,57,14,14,15,,,15,15,,,94,106,107,107,107,0.50,0,427,,,0,,,,,23.61,,0,,,,,,,,,,,,,,,,,0.705,,,0,71.8,,60,,0,0
01/01/2024 01:51:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,66,18,18,19,,,19,19,,,121,137,137,138,138,0.49,0,435,,,0,,,,,23.62,,0,,,,,,,,,,,,,,,,,0.722,,,0,71.8,,60,,0,0
01/01/2024 02:06:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,72,20,20,22,,,22,22,,,134,152,152,152,152,0.50,0,429,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.730,,,0,71.8,,60,,0,0
01/01/2024 02:21:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,70,19,20,21,,,21,21,,,130,148,148,148,148,0.49,0,430,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.728,,,0,71.8,,61,,0,0
01/01/2024 02:36:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,70,19,20,21,,,21,21,,,132,150,150,150,150,0.50,0,437,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.727,,,0,71.8,,61,,0,0
01/01/2024 02:51:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,78,23,24,25,,,25,25,,,155,176,177,177,177,0.50,0,439,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.736,,,0,71.8,,61,,0,0
01/01/2024 03:06:25,ckklcl30bbk2m84v0sug,81442326001,8144,2,Indoor 07,,,true,false,74,21,22,23,,,23,23,,,142,161,162,162,162,0.50,0,438,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.733,,,0,71.8,,61,,0,0
