Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local,Sensor
2024-04-04 06:21:30,,,33.0,7.0,8,8,,,8,8,,,52,59,59,59,59,0.48,0.0,1533.1338429209895,,,0.0,,,,,23.5242819783258,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.83915804912276,,75.8888862714436,,0.0,2024-04-04 09:21:30,Indoor07
2024-04-04 06:36:30,,,25.0,6.0,6,6,,,6,6,,,39,45,45,45,45,0.5,0.0,1344.575593475658,,,0.0,,,,,23.53417182615207,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.63531214028072,,74.88944616688366,,0.0,2024-04-04 09:36:30,Indoor07
2024-04-04 07:06:30,,,21.0,5.0,4,5,,,5,5,,,28,32,32,32,32,0.47,0.0,1165.170657110197,,,0.0,,,,,23.54406167397833,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.83915804912276,,73.89000606232369,,0.0,2024-04-04 10:06:30,Indoor07
2024-04-04 07:21:30,,,17.0,4.0,4,4,,,4,4,,,27,31,31,31,31,0.47,0.0,1147.7793622584431,,,0.0,,,,,23.54406167397833,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,71.04300395796479,,73.89000606232369,,0.0,2024-04-04 10:21:30,Indoor07
2024-04-04 07:36:30,,,17.0,4.0,4,4,,,4,4,,,24,27,27,27,27,0.46,0.0,1145.948699642469,,,0.0,,,,,23.54406167397833,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,71.14492691238581,,72.89056595776373,,0.0,2024-04-04 10:36:30,Indoor07
2024-04-04 08:06:30,,,17.0,4.0,4,4,,,4,4,,,23,26,27,27,27,0.47,0.0,1064.4842132316219,,,0.0,,,,,23.54406167397833,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.83915804912276,,71.89112585320379,,0.0,2024-04-04 11:06:30,Indoor07
2024-04-04 08:21:30,,,13.0,3.0,3,3,,,3,3,,,22,25,25,25,25,0.46,0.0,1045.2622557638938,,,0.0,,,,,23.54406167397833,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.63531214028072,,71.89112585320379,,0.0,2024-04-04 11:21:30,Indoor07
2024-04-04 08:36:30,,,13.0,3.0,3,3,,,3,3,,,21,24,24,24,24,0.47,0.0,1035.1936113760364,,,0.0,,,,,23.53417182615207,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,70.22762032259664,,72.89056595776373,,0.0,2024-04-04 11:36:30,Indoor07
2024-04-04 09:06:30,,,13.0,3.0,3,3,,,3,3,,,17,20,20,20,20,0.46,0.0,1003.1570155964896,,,0.0,,,,,23.53417182615207,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,69.5141596416495,,71.89112585320379,,0.0,2024-04-04 12:06:30,Indoor07
2024-04-04 09:21:30,,,13.0,3.0,3,3,,,3,3,,,21,24,24,24,24,0.49,0.0,968.3744258929819,,,0.0,,,,,23.5242819783258,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,69.20839077838644,,71.89112585320379,,0.0,2024-04-04 12:21:30,Indoor07
2024-04-04 09:36:30,,,13.0,3.0,3,3,,,3,3,,,19,22,22,22,22,0.49,0.0,963.7977693530466,,,0.0,,,,,23.514392130499534,,0.0,,,,,,,,,,,,,,,,,0.055806268250331734,,,0.0,69.0045448695444,,71.89112585320379,,0.0,2024-04-04 12:36:30,Indoor07
2024-04-04 10:02:06,,,13.0,3.0,3,3,,,3,3,,,20,23,23,23,23,0.48,0.0,959.2211128131114,,,0.0,,,,,23.504502282673265,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,68.59685305186034,,72.89056595776373,,0.0,2024-04-04 13:02:06,Indoor07
2024-04-04 10:17:06,,,13.0,3.0,3,3,,,3,3,,,19,22,22,22,22,0.47,0.0,938.1684927294093,,,0.0,,,,,23.504502282673265,,0.0,,,,,,,,,,,,,,,,,0.06724557253433876,,,0.0,68.3930071430183,,72.89056595776373,,0.0,2024-04-04 13:17:06,Indoor07
2024-04-04 10:32:06,,,13.0,3.0,3,3,,,3,3,,,18,21,21,21,21,0.48,0.0,939.9991553453834,,,0.0,,,,,23.494612434847,,0.0,,,,,,,,,,,,,,,,,0.18521339796316114,,,0.0,68.3930071430183,,72.89056595776373,,0.0,2024-04-04 13:32:06,Indoor07
2024-04-04 11:02:06,,,147.0,50.0,51,54,,,54,54,,,340,386,387,387,387,0.46,0.0,1136.7953865625987,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.2609987888447077,,,0.0,68.3930071430183,,73.89000606232369,,0.0,2024-04-04 14:02:06,Indoor07
2024-04-04 11:17:06,,,161.0,60.0,70,74,,,74,74,,,462,524,525,525,525,0.44,0.0,1826.0398614768444,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.7507440035037583,,,0.0,69.5141596416495,,79.88664668968343,,0.0,2024-04-04 14:17:06,Indoor07
2024-04-04 11:32:06,,,155.0,55.0,60,64,,,64,64,,,398,451,452,452,452,0.43,0.0,1630.1589615676166,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.6799633082464648,,,0.0,70.22762032259664,,76.88832637600356,,0.0,2024-04-04 14:32:06,Indoor07
2024-04-04 12:02:06,,,95.0,31.0,32,33,,,33,33,,,208,236,237,237,237,0.45,0.0,1340.9142682437098,,,0.0,,,,,23.4352733478894,,0.0,,,,,,,,,,,,,,,,,0.812230264030296,,,0.0,71.34877282122785,,73.89000606232369,,0.0,2024-04-04 15:02:06,Indoor07
2024-04-04 12:24:17,,,66.0,18.0,18,19,,,19,19,,,119,135,135,135,135,0.46,0.0,1275.9257453766295,,,0.0,,,,,23.425383500063134,,0.0,,,,,,,,,,,,,,,,,0.059381050839083925,,,0.0,71.75646463891192,,71.89112585320379,,0.0,2024-04-04 15:24:17,Indoor07
2024-04-04 12:39:17,,,55.0,13.0,13,14,,,14,14,,,87,99,99,99,99,0.47,0.0,1203.614572045653,,,0.0,,,,,23.415493652236865,,0.0,,,,,,,,,,,,,,,,,0.061525920392335245,,,0.0,71.75646463891192,,71.89112585320379,,0.0,2024-04-04 15:39:17,Indoor07
2024-04-04 13:09:17,,,33.0,7.0,7,8,,,8,8,,,48,54,54,54,54,0.5,0.0,915.2852100297332,,,0.0,,,,,23.395713956584334,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,72.06223350217498,,68.89280553952392,,0.0,2024-04-04 16:09:17,Indoor07
2024-04-04 13:24:17,,,29.0,6.0,6,7,,,7,7,,,42,47,47,47,47,0.48,0.0,826.4980731549897,,,0.0,,,,,23.395713956584334,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,72.06223350217498,,68.89280553952392,,0.0,2024-04-04 16:24:17,Indoor07
2024-04-04 13:39:17,,,29.0,6.0,7,7,,,7,7,,,45,51,52,52,52,0.49,0.0,742.2875928201814,,,0.0,,,,,23.395713956584334,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,72.26607941101702,,67.89336543496395,,0.0,2024-04-04 16:39:17,Indoor07
2024-04-04 17:09:50,,,66.0,18.0,18,19,,,19,19,,,123,139,139,139,139,0.47,0.0,463.11154388413223,,,0.0,,,,,23.425383500063134,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,67.47570055322912,,67.89336543496395,,0.0,2024-04-04 20:09:50,Indoor07
2024-04-04 17:24:50,,,61.0,16.0,16,17,,,17,17,,,108,122,123,123,123,0.47,0.0,464.0268751921193,,,0.0,,,,,23.4352733478894,,0.0,,,,,,,,,,,,,,,,,0.0515165291438291,,,0.0,66.96608578112404,,67.89336543496395,,0.0,2024-04-04 20:24:50,Indoor07
2024-04-04 17:39:50,,,55.0,13.0,14,14,,,14,14,,,92,104,105,105,105,0.47,0.0,523.5234102112773,,,0.0,,,,,23.44516319571567,,0.0,,,,,,,,,,,,,,,,,0.052231485661579535,,,0.0,67.16993168996606,,66.89392533040402,,0.0,2024-04-04 20:39:50,Indoor07
2024-04-04 18:09:50,,,61.0,16.0,16,17,,,17,17,,,108,122,123,123,123,0.48,0.0,729.4729545083628,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.1587600068063949,,,0.0,66.45647100901894,,67.89336543496395,,0.0,2024-04-04 21:09:50,Indoor07
2024-04-04 18:24:50,,,57.0,14.0,14,15,,,15,15,,,95,107,108,108,108,0.48,0.0,844.8046993147307,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.3761067882025283,,,0.0,66.25262510017691,,68.89280553952392,,0.0,2024-04-04 21:24:50,Indoor07
2024-04-04 18:39:50,,,53.0,12.0,12,13,,,13,13,,,83,94,94,94,94,0.48,0.0,1061.7382193076608,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.5927386130809112,,,0.0,66.45647100901894,,68.89280553952392,,0.0,2024-04-04 21:39:50,Indoor07
2024-04-04 19:09:50,,,46.0,10.0,11,11,,,11,11,,,73,82,82,82,82,0.47,0.0,1199.9532468137047,,,0.0,,,,,23.474832739194465,,0.0,,,,,,,,,,,,,,,,,0.9323429590123696,,,0.0,65.84493328249283,,69.89224564408389,,0.0,2024-04-04 22:09:50,Indoor07
2024-04-04 19:24:50,,,42.0,9.0,10,10,,,10,10,,,65,74,74,74,74,0.45,0.0,1231.0745112852644,,,0.0,,,,,23.474832739194465,,0.0,,,,,,,,,,,,,,,,,0.9294831329413679,,,0.0,65.64108737365079,,69.89224564408389,,0.0,2024-04-04 22:24:50,Indoor07
2024-04-04 19:39:50,,,38.0,8.0,8,9,,,9,9,,,57,65,65,65,65,0.46,0.0,1236.5664991331867,,,0.0,,,,,23.484722587020734,,0.0,,,,,,,,,,,,,,,,,0.9180438286573609,,,0.0,65.53916441922978,,69.89224564408389,,0.0,2024-04-04 22:39:50,Indoor07
2024-04-04 20:09:50,,,29.0,6.0,6,7,,,7,7,,,42,48,48,48,48,0.45,0.0,1271.3490888366944,,,0.0,,,,,23.484722587020734,,0.0,,,,,,,,,,,,,,,,,0.7235756558292415,,,0.0,65.1314726015457,,69.89224564408389,,0.0,2024-04-04 23:09:50,Indoor07
2024-04-04 20:24:50,,,21.0,5.0,5,5,,,5,5,,,35,40,40,40,40,0.46,0.0,1278.6717393005908,,,0.0,,,,,23.484722587020734,,0.0,,,,,,,,,,,,,,,,,0.6928325255659727,,,0.0,65.1314726015457,,70.89168574864382,,0.0,2024-04-04 23:24:50,Indoor07
2024-04-04 20:39:50,,,21.0,5.0,5,5,,,5,5,,,31,35,35,35,35,0.45,0.0,1282.3330645325389,,,0.0,,,,,23.474832739194465,,0.0,,,,,,,,,,,,,,,,,0.6306313085216846,,,0.0,65.1314726015457,,70.89168574864382,,0.0,2024-04-04 23:39:50,Indoor07
2024-04-04 21:09:50,,,13.0,3.0,3,3,,,3,3,,,22,25,25,25,25,0.43,0.0,1240.227824365135,,,0.0,,,,,23.474832739194465,,0.0,,,,,,,,,,,,,,,,,0.35680296222326646,,,0.0,65.33531851038774,,70.89168574864382,,0.0,2024-04-05 00:09:50,Indoor07
2024-04-04 21:24:50,,,13.0,3.0,3,3,,,3,3,,,19,22,22,22,22,0.43,0.0,1241.1431556731218,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.3067560059807357,,,0.0,65.33531851038774,,71.89112585320379,,0.0,2024-04-05 00:24:50,Indoor07
2024-04-04 21:39:50,,,8.0,2.0,2,2,,,2,2,,,16,18,18,18,18,0.43,0.0,1232.9051739012384,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.18664331099866202,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 00:39:50,Indoor07
2024-04-04 22:09:50,,,8.0,2.0,2,2,,,2,2,,,11,12,12,12,12,0.43,0.0,1186.223277193899,,,0.0,,,,,23.4649428913682,,0.0,,,,,,,,,,,,,,,,,0.12444209395437386,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 01:09:50,Indoor07
2024-04-04 22:24:50,,,4.0,1.0,1,1,,,1,1,,,9,10,10,10,10,0.43,0.0,1141.3720431025338,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.10871305056386421,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 01:24:50,Indoor07
2024-04-04 22:39:50,,,4.0,1.0,1,1,,,1,1,,,7,8,8,8,8,0.44,0.0,1099.2668029351296,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.1287318330608765,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 01:39:50,Indoor07
2024-04-04 23:09:50,,,4.0,1.0,1,1,,,1,1,,,6,6,6,6,6,0.43,0.0,1086.452164623311,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.14088609386263395,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 02:09:50,Indoor07
2024-04-04 23:24:50,,,4.0,1.0,1,1,,,1,1,,,5,5,5,5,5,0.44,0.0,1078.2141828514275,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.11014296359936508,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 02:24:50,Indoor07
2024-04-04 23:39:50,,,4.0,1.0,1,1,,,1,1,,,4,5,5,5,5,0.45,0.0,1070.8915323875312,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.10013357235085894,,,0.0,65.53916441922978,,71.89112585320379,,0.0,2024-04-05 02:39:50,Indoor07
2024-04-05 00:09:50,,,0.0,0.0,0,0,,,0,0,,,3,4,4,4,4,0.47,0.0,1108.420116015,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.0865493985136006,,,0.0,65.33531851038774,,72.89056595776373,,0.0,2024-04-05 03:09:50,Indoor07
2024-04-05 00:24:50,,,0.0,0.0,0,0,,,0,0,,,3,3,3,3,3,0.47,0.0,1114.8274351709094,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.09655878976210674,,,0.0,65.33531851038774,,72.89056595776373,,0.0,2024-04-05 03:24:50,Indoor07
2024-04-05 00:39:50,,,0.0,0.0,0,0,,,0,0,,,3,4,4,4,4,0.48,0.0,1127.6420734827282,,,0.0,,,,,23.45505304354193,,0.0,,,,,,,,,,,,,,,,,0.09012418110235279,,,0.0,65.33531851038774,,72.89056595776373,,0.0,2024-04-05 03:39:50,Indoor07
