Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A08,2024-05-26 00:11:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,435.0,,,,,,,,29.17,,,,,,,,,,,,,,,,,,,0.286,,,,,26.0,,46.0,,,,
A08,2024-05-26 00:26:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,437.0,,,,,,,,29.17,,,,,,,,,,,,,,,,,,,0.252,,,,,26.2,,46.0,,,,
A08,2024-05-26 00:41:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,438.0,,,,,,,,29.16,,,,,,,,,,,,,,,,,,,0.256,,,,,26.3,,45.0,,,,
A08,2024-05-26 00:56:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,451.0,,,,,,,,29.16,,,,,,,,,,,,,,,,,,,0.684,,,,,26.2,,46.0,,,,
A08,2024-05-26 01:11:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,440.0,,,,,,,,29.16,,,,,,,,,,,,,,,,,,,0.78,,,,,26.2,,46.0,,,,
A08,2024-05-26 01:26:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,441.0,,,,,,,,29.17,,,,,,,,,,,,,,,,,,,0.725,,,,,26.1,,46.0,,,,
A08,2024-05-26 01:41:16,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,442.0,,,,,,,,29.17,,,,,,,,,,,,,,,,,,,0.554,,,,,26.0,,46.0,,,,
A08,2024-05-26 01:56:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,435.0,,,,,,,,29.17,,,,,,,,,,,,,,,,,,,0.235,,,,,26.1,,46.0,,,,
A08,2024-05-26 02:11:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,446.0,,,,,,,,29.18,,,,,,,,,,,,,,,,,,,0.331,,,,,26.1,,46.0,,,,
A08,2024-05-26 02:26:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,444.0,,,,,,,,29.18,,,,,,,,,,,,,,,,,,,0.237,,,,,26.1,,45.0,,,,
A08,2024-05-26 02:41:16,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,440.0,,,,,,,,29.19,,,,,,,,,,,,,,,,,,,0.186,,,,,26.2,,45.0,,,,
A08,2024-05-26 02:56:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,444.0,,,,,,,,29.19,,,,,,,,,,,,,,,,,,,0.131,,,,,26.0,,44.0,,,,
A08,2024-05-26 03:11:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,435.0,,,,,,,,29.19,,,,,,,,,,,,,,,,,,,0.038,,,,,26.1,,44.0,,,,
A08,2024-05-26 03:26:16,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,423.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.033,,,,,25.9,,44.0,,,,
A08,2024-05-26 03:41:16,,1.0,1.0,,,1.0,1.0,,,8.0,10.0,10.0,10.0,10.0,,417.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.0,,,,,25.4,,44.0,,,,
A08,2024-05-26 03:56:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,430.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.019,,,,,25.0,,46.0,,,,
A08,2024-05-26 04:11:16,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,442.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.068,,,,,25.2,,46.0,,,,
A08,2024-05-26 04:26:16,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,429.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.032,,,,,25.1,,45.0,,,,
A08,2024-05-26 04:41:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,419.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.005,,,,,24.6,,46.0,,,,
A08,2024-05-26 04:56:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,414.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.018,,,,,24.2,,47.0,,,,
A08,2024-05-26 05:11:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,408.0,,,,,,,,29.22,,,,,,,,,,,,,,,,,,,0.025,,,,,23.9,,47.0,,,,
A08,2024-05-26 05:26:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,407.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.035,,,,,23.6,,48.0,,,,
A08,2024-05-26 05:41:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,407.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.041,,,,,23.4,,48.0,,,,
A08,2024-05-26 05:56:16,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,407.0,,,,,,,,29.21,,,,,,,,,,,,,,,,,,,0.042,,,,,23.1,,49.0,,,,
A08,2024-05-26 06:11:17,,1.0,1.0,,,1.0,1.0,,,10.0,11.0,11.0,11.0,11.0,,405.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.053,,,,,22.9,,49.0,,,,
A08,2024-05-26 06:26:17,,1.0,1.0,,,1.0,1.0,,,10.0,12.0,12.0,12.0,12.0,,405.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.051,,,,,22.8,,49.0,,,,
A08,2024-05-26 06:41:17,,1.0,1.0,,,1.0,1.0,,,10.0,12.0,12.0,12.0,12.0,,410.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.076,,,,,22.6,,50.0,,,,
A08,2024-05-26 06:56:17,,1.0,1.0,,,1.0,1.0,,,11.0,12.0,12.0,12.0,12.0,,413.0,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,0.13,,,,,22.3,,50.0,,,,
