Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A12,2024-05-26 00:06:06,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,,884.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.08,,,,,21.6,,64.0,,,,
A12,2024-05-26 00:21:06,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,,894.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.091,,,,,21.7,,64.0,,,,
A12,2024-05-26 00:36:06,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,,902.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.105,,,,,21.7,,64.0,,,,
A12,2024-05-26 00:51:06,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,8.0,8.0,8.0,,930.0,,,,,,,,29.59,,,,,,,,,,,,,,,,,,,0.257,,,,,21.8,,66.0,,,,
A12,2024-05-26 01:06:06,,1.0,2.0,,,2.0,3.0,,,8.0,10.0,11.0,11.0,11.0,,1067.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.751,,,,,22.0,,69.0,,,,
A12,2024-05-26 01:21:06,,1.0,1.0,,,2.0,2.0,,,5.0,7.0,7.0,7.0,7.0,,1023.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.728,,,,,22.0,,67.0,,,,
A12,2024-05-26 01:36:06,,1.0,1.0,,,1.0,2.0,,,4.0,5.0,6.0,6.0,6.0,,993.0,,,,,,,,29.6,,,,,,,,,,,,,,,,,,,0.62,,,,,22.1,,66.0,,,,
A12,2024-05-26 01:51:06,,1.0,1.0,,,1.0,1.0,,,4.0,5.0,5.0,5.0,5.0,,980.0,,,,,,,,29.61,,,,,,,,,,,,,,,,,,,0.525,,,,,22.1,,66.0,,,,
A12,2024-05-26 02:06:06,,0.0,1.0,,,1.0,1.0,,,3.0,4.0,4.0,4.0,4.0,,970.0,,,,,,,,29.61,,,,,,,,,,,,,,,,,,,0.452,,,,,22.1,,65.0,,,,
