Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A41,2024-05-26 00:05:18,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,415.0,,,,,,,,29.76,,,0.2,,,,6.0,,,,5.0,,,,0.0,,,,0.583,,,,,21.8,,50.0,,,,
A41,2024-05-26 00:20:18,,2.0,2.0,,,2.0,2.0,,,14.0,16.0,16.0,17.0,17.0,,414.0,,,,,,,,29.76,,,0.2,,,,6.0,,,,3.0,,,,0.0,,,,0.585,,,,,21.9,,50.0,,,,
A41,2024-05-26 00:35:18,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,417.0,,,,,,,,29.75,,,0.1,,,,3.0,,,,7.0,,,,0.0,,,,0.756,,,,,20.5,,54.0,,,,
A41,2024-05-26 00:50:18,,2.0,2.0,,,2.0,2.0,,,14.0,17.0,17.0,17.0,17.0,,417.0,,,,,,,,29.75,,,0.1,,,,6.0,,,,6.0,,,,0.0,,,,0.78,,,,,21.0,,53.0,,,,
A41,2024-05-26 01:05:18,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,424.0,,,,,,,,29.75,,,0.1,,,,4.0,,,,7.0,,,,0.0,,,,0.865,,,,,20.0,,57.0,,,,
A41,2024-05-26 01:20:18,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,428.0,,,,,,,,29.75,,,0.0,,,,4.0,,,,9.0,,,,0.0,,,,0.845,,,,,19.6,,57.0,,,,
A41,2024-05-26 01:35:18,,2.0,2.0,,,2.0,2.0,,,17.0,19.0,19.0,19.0,19.0,,428.0,,,,,,,,29.75,,,0.0,,,,3.0,,,,8.0,,,,0.0,,,,0.841,,,,,19.2,,57.0,,,,
A41,2024-05-26 01:50:18,,2.0,2.0,,,2.0,2.0,,,18.0,20.0,20.0,20.0,20.0,,431.0,,,,,,,,29.76,,,0.0,,,,3.0,,,,9.0,,,,0.0,,,,0.923,,,,,18.8,,58.0,,,,
A41,2024-05-26 02:05:18,,2.0,2.0,,,2.0,2.0,,,18.0,20.0,20.0,20.0,20.0,,439.0,,,,,,,,29.76,,,0.0,,,,4.0,,,,9.0,,,,0.0,,,,0.985,,,,,18.6,,59.0,,,,
A41,2024-05-26 02:20:18,,2.0,2.0,,,2.0,2.0,,,17.0,19.0,19.0,19.0,19.0,,437.0,,,,,,,,29.76,,,0.0,,,,3.0,,,,10.0,,,,0.0,,,,0.953,,,,,17.9,,60.0,,,,
A41,2024-05-26 02:35:18,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,444.0,,,,,,,,29.77,,,0.0,,,,2.0,,,,12.0,,,,0.0,,,,1.086,,,,,16.9,,64.0,,,,
A41,2024-05-26 02:50:18,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,447.0,,,,,,,,29.77,,,0.0,,,,2.0,,,,12.0,,,,0.0,,,,1.253,,,,,16.3,,67.0,,,,
A41,2024-05-26 03:05:18,,2.0,2.0,,,2.0,2.0,,,15.0,18.0,18.0,18.0,18.0,,445.0,,,,,,,,29.77,,,0.0,,,,2.0,,,,13.0,,,,0.0,,,,1.401,,,,,15.9,,68.0,,,,
