Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A23,2024-06-04 17:00:26,,9.0,10.0,,,10.0,10.0,,,91.0,102.0,103.0,103.0,103.0,,255.0,,,,,,,,29.83,,,0.3,,,,9.0,,,,0.0,,,,0.0,,,,0.001,,,,,21.9,,61.0,,,,
A23,2024-06-04 17:15:26,,7.0,8.0,,,8.0,8.0,,,73.0,82.0,82.0,82.0,82.0,,203.0,,,,,,,,29.83,,,0.3,,,,6.0,,,,0.0,,,,0.0,,,,0.015,,,,,22.3,,60.0,,,,
A23,2024-06-04 17:30:26,,5.0,6.0,,,6.0,6.0,,,54.0,61.0,61.0,61.0,61.0,,213.0,,,,,,,,29.83,,,0.3,,,,7.0,,,,0.0,,,,0.0,,,,0.011,,,,,22.6,,59.0,,,,
A23,2024-06-04 17:45:26,,5.0,6.0,,,6.0,6.0,,,53.0,59.0,60.0,60.0,60.0,,272.0,,,,,,,,29.83,,,0.4,,,,8.0,,,,0.0,,,,0.0,,,,0.012,,,,,22.8,,58.0,,,,
A23,2024-06-04 18:00:26,,4.0,5.0,,,5.0,5.0,,,44.0,50.0,50.0,50.0,50.0,,295.0,,,,,,,,29.83,,,0.5,,,,7.0,,,,1.0,,,,0.0,,,,0.006,,,,,22.9,,58.0,,,,
A23,2024-06-04 18:15:26,,4.0,4.0,,,4.0,4.0,,,39.0,44.0,44.0,44.0,44.0,,300.0,,,,,,,,29.83,,,0.5,,,,8.0,,,,1.0,,,,0.0,,,,0.006,,,,,23.0,,58.0,,,,
A23,2024-06-04 18:30:26,,3.0,4.0,,,4.0,4.0,,,34.0,38.0,38.0,38.0,38.0,,296.0,,,,,,,,29.83,,,0.5,,,,9.0,,,,1.0,,,,0.0,,,,0.0,,,,,23.0,,58.0,,,,
A23,2024-06-04 18:45:26,,3.0,3.0,,,3.0,3.0,,,30.0,33.0,33.0,33.0,33.0,,281.0,,,,,,,,29.83,,,0.5,,,,10.0,,,,1.0,,,,0.0,,,,0.0,,,,,23.1,,57.0,,,,
A23,2024-06-04 19:00:26,,3.0,3.0,,,3.0,3.0,,,28.0,32.0,32.0,32.0,32.0,,271.0,,,,,,,,29.82,,,0.5,,,,9.0,,,,0.0,,,,0.0,,,,0.0,,,,,23.1,,57.0,,,,
A23,2024-06-04 19:15:26,,3.0,3.0,,,3.0,3.0,,,28.0,32.0,32.0,32.0,32.0,,258.0,,,,,,,,29.82,,,0.5,,,,10.0,,,,0.0,,,,0.0,,,,0.0,,,,,23.2,,57.0,,,,
A23,2024-06-04 19:30:26,,3.0,3.0,,,3.0,3.0,,,25.0,28.0,28.0,28.0,28.0,,244.0,,,,,,,,29.82,,,0.5,,,,10.0,,,,0.0,,,,0.0,,,,0.0,,,,,23.2,,57.0,,,,
A23,2024-06-04 19:45:26,,2.0,3.0,,,3.0,3.0,,,24.0,27.0,27.0,27.0,27.0,,237.0,,,,,,,,29.82,,,0.5,,,,10.0,,,,0.0,,,,0.0,,,,0.0,,,,,23.3,,57.0,,,,
