Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A42,2024-05-26 00:10:48,,3.0,3.0,,,3.0,3.0,,,29.0,33.0,33.0,33.0,33.0,,474.0,,,,,,,,29.73,,,0.0,,,,0.0,,,,11.0,,,,9.0,,,,0.559,,,,,21.4,,53.0,,,,
A42,2024-05-26 00:25:48,,2.0,2.0,,,2.0,2.0,,,19.0,22.0,22.0,22.0,22.0,,463.0,,,,,,,,29.72,,,0.0,,,,0.0,,,,15.0,,,,5.0,,,,0.35,,,,,21.4,,53.0,,,,
A42,2024-05-26 00:40:48,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,463.0,,,,,,,,29.72,,,0.0,,,,0.0,,,,18.0,,,,3.0,,,,0.44,,,,,21.4,,53.0,,,,
A42,2024-05-26 00:55:48,,2.0,2.0,,,2.0,2.0,,,15.0,17.0,18.0,18.0,18.0,,494.0,,,,,,,,29.72,,,0.0,,,,0.0,,,,14.0,,,,7.0,,,,0.667,,,,,21.5,,53.0,,,,
A42,2024-05-26 01:10:48,,1.0,1.0,,,1.0,1.0,,,14.0,16.0,16.0,16.0,16.0,,461.0,,,,,,,,29.72,,,0.0,,,,0.0,,,,13.0,,,,7.0,,,,0.398,,,,,21.4,,53.0,,,,
A42,2024-05-26 01:25:48,,1.0,1.0,,,1.0,1.0,,,13.0,15.0,15.0,15.0,15.0,,451.0,,,,,,,,29.73,,,0.0,,,,0.0,,,,15.0,,,,4.0,,,,0.297,,,,,21.4,,53.0,,,,
A42,2024-05-26 01:40:48,,1.0,1.0,,,1.0,1.0,,,13.0,15.0,15.0,15.0,15.0,,429.0,,,,,,,,29.73,,,0.0,,,,0.0,,,,12.0,,,,7.0,,,,0.355,,,,,21.3,,53.0,,,,
A42,2024-05-26 01:55:48,,1.0,1.0,,,1.0,1.0,,,14.0,16.0,16.0,16.0,16.0,,420.0,,,,,,,,29.73,,,0.0,,,,0.0,,,,14.0,,,,7.0,,,,0.329,,,,,21.3,,53.0,,,,
A42,2024-05-26 02:10:48,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,442.0,,,,,,,,29.74,,,0.0,,,,0.0,,,,14.0,,,,7.0,,,,0.594,,,,,21.2,,53.0,,,,
A42,2024-05-26 02:25:48,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,461.0,,,,,,,,29.74,,,0.0,,,,0.0,,,,15.0,,,,10.0,,,,0.64,,,,,21.2,,53.0,,,,
A42,2024-05-26 02:40:48,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,448.0,,,,,,,,29.74,,,0.0,,,,0.0,,,,13.0,,,,8.0,,,,0.552,,,,,21.1,,53.0,,,,
A42,2024-05-26 02:55:48,,1.0,1.0,,,1.0,1.0,,,14.0,15.0,15.0,15.0,15.0,,438.0,,,,,,,,29.75,,,0.0,,,,0.0,,,,13.0,,,,5.0,,,,0.612,,,,,21.1,,53.0,,,,
A42,2024-05-26 03:10:48,,1.0,1.0,,,1.0,1.0,,,14.0,15.0,16.0,16.0,16.0,,439.0,,,,,,,,29.75,,,0.0,,,,0.0,,,,14.0,,,,4.0,,,,0.656,,,,,21.1,,53.0,,,,
A42,2024-05-26 03:25:48,,2.0,2.0,,,2.0,2.0,,,18.0,20.0,20.0,20.0,20.0,,482.0,,,,,,,,29.75,,,0.0,,,,0.0,,,,13.0,,,,6.0,,,,0.931,,,,,21.1,,53.0,,,,
A42,2024-05-26 03:40:48,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,519.0,,,,,,,,29.76,,,0.0,,,,0.0,,,,11.0,,,,12.0,,,,1.025,,,,,21.2,,54.0,,,,
A42,2024-05-26 03:55:48,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,524.0,,,,,,,,29.76,,,0.0,,,,0.0,,,,12.0,,,,12.0,,,,1.035,,,,,21.2,,54.0,,,,
A42,2024-05-26 04:10:48,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,528.0,,,,,,,,29.76,,,0.0,,,,0.0,,,,8.0,,,,13.0,,,,1.035,,,,,21.2,,54.0,,,,
A42,2024-05-26 04:25:48,,2.0,2.0,,,2.0,2.0,,,20.0,23.0,23.0,23.0,23.0,,520.0,,,,,,,,29.77,,,0.0,,,,0.0,,,,7.0,,,,13.0,,,,1.131,,,,,21.2,,54.0,,,,
A42,2024-05-26 04:40:48,,2.0,2.0,,,2.0,2.0,,,19.0,21.0,21.0,21.0,21.0,,519.0,,,,,,,,29.77,,,0.0,,,,0.0,,,,8.0,,,,11.0,,,,1.2,,,,,21.2,,54.0,,,,
