Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A06,2024-06-06 16:54:29,,30.0,34.0,,,36.0,37.0,,,234.0,268.0,270.0,271.0,271.0,,495.0,,,,,,,,29.58,,,0.2,,,,0.0,,,,43.0,,,,0.0,,,,0.0,,,,,22.4,,67.0,,,,
A06,2024-06-06 17:09:29,,29.0,32.0,,,33.0,34.0,,,228.0,259.0,260.0,261.0,261.0,,461.0,,,,,,,,29.58,,,0.6,,,,0.0,,,,21.0,,,,4.0,,,,0.003,,,,,22.9,,66.0,,,,
A06,2024-06-06 17:24:29,,29.0,32.0,,,32.0,33.0,,,223.0,253.0,255.0,255.0,255.0,,451.0,,,,,,,,29.58,,,0.6,,,,0.0,,,,22.0,,,,0.0,,,,0.007,,,,,23.1,,65.0,,,,
A06,2024-06-06 17:39:29,,28.0,31.0,,,32.0,32.0,,,220.0,249.0,251.0,251.0,251.0,,453.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,23.0,,,,0.0,,,,0.0,,,,,23.3,,65.0,,,,
A06,2024-06-06 17:54:29,,28.0,30.0,,,31.0,31.0,,,213.0,242.0,243.0,243.0,243.0,,446.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,23.0,,,,0.0,,,,0.0,,,,,23.7,,64.0,,,,
A06,2024-06-06 18:09:29,,25.0,27.0,,,27.0,28.0,,,193.0,218.0,219.0,219.0,219.0,,437.0,,,,,,,,29.58,,,0.8,,,,0.0,,,,22.0,,,,0.0,,,,0.028,,,,,24.1,,63.0,,,,
A06,2024-06-06 18:24:29,,21.0,23.0,,,23.0,23.0,,,163.0,185.0,186.0,186.0,186.0,,435.0,,,,,,,,29.59,,,0.8,,,,0.0,,,,17.0,,,,0.0,,,,0.043,,,,,24.4,,63.0,,,,
A06,2024-06-06 18:39:29,,19.0,21.0,,,21.0,21.0,,,150.0,169.0,170.0,170.0,170.0,,431.0,,,,,,,,29.59,,,0.8,,,,0.0,,,,17.0,,,,0.0,,,,0.022,,,,,24.3,,62.0,,,,
A06,2024-06-06 18:54:29,,18.0,20.0,,,20.0,20.0,,,140.0,158.0,159.0,159.0,159.0,,434.0,,,,,,,,29.59,,,0.7,,,,0.0,,,,25.0,,,,0.0,,,,0.039,,,,,24.3,,62.0,,,,
A06,2024-06-06 19:09:29,,18.0,19.0,,,19.0,19.0,,,137.0,155.0,155.0,155.0,156.0,,418.0,,,,,,,,29.59,,,0.7,,,,0.0,,,,27.0,,,,0.0,,,,0.088,,,,,24.2,,62.0,,,,
A06,2024-06-06 19:24:29,,15.0,16.0,,,16.0,16.0,,,115.0,129.0,130.0,130.0,130.0,,414.0,,,,,,,,29.59,,,0.7,,,,0.0,,,,29.0,,,,0.0,,,,0.255,,,,,24.1,,62.0,,,,
A06,2024-06-06 19:39:29,,13.0,14.0,,,14.0,14.0,,,102.0,115.0,115.0,115.0,115.0,,409.0,,,,,,,,29.59,,,0.6,,,,0.0,,,,30.0,,,,0.0,,,,0.644,,,,,24.0,,62.0,,,,
A06,2024-06-06 19:54:29,,12.0,13.0,,,13.0,13.0,,,93.0,105.0,105.0,106.0,106.0,,418.0,,,,,,,,29.59,,,0.6,,,,0.0,,,,25.0,,,,0.0,,,,0.944,,,,,24.2,,62.0,,,,
A06,2024-06-06 20:09:29,,11.0,12.0,,,12.0,12.0,,,85.0,96.0,96.0,96.0,96.0,,414.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,20.0,,,,0.0,,,,0.991,,,,,24.3,,61.0,,,,
A06,2024-06-06 20:24:29,,10.0,11.0,,,11.0,11.0,,,78.0,88.0,88.0,89.0,89.0,,407.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,23.0,,,,0.0,,,,0.986,,,,,24.2,,60.0,,,,
A06,2024-06-06 20:39:29,,9.0,10.0,,,10.0,10.0,,,73.0,82.0,83.0,83.0,83.0,,423.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,34.0,,,,0.0,,,,1.089,,,,,24.5,,60.0,,,,
A06,2024-06-06 20:54:29,,8.0,9.0,,,9.0,9.0,,,65.0,73.0,73.0,73.0,73.0,,404.0,,,,,,,,29.58,,,0.7,,,,0.0,,,,27.0,,,,0.0,,,,1.178,,,,,24.8,,59.0,,,,
A06,2024-06-06 21:09:29,,8.0,8.0,,,8.0,8.0,,,59.0,67.0,67.0,67.0,67.0,,401.0,,,,,,,,29.57,,,0.8,,,,0.0,,,,24.0,,,,0.0,,,,1.336,,,,,25.1,,58.0,,,,
A06,2024-06-06 21:24:29,,8.0,8.0,,,8.0,8.0,,,60.0,68.0,68.0,68.0,68.0,,406.0,,,,,,,,29.57,,,0.8,,,,0.0,,,,24.0,,,,0.0,,,,1.508,,,,,25.4,,57.0,,,,
