Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A30,2024-06-12 18:34:23,,3.0,3.0,,,3.0,3.0,,,31.0,36.0,36.0,36.0,36.0,,973.0,,,,,,,,29.53,,,0.0,,,,3.0,,,,24.0,,,,5.0,,,,0.0,,,,,22.1,,72.0,,,,
A30,2024-06-12 18:49:23,,3.0,3.0,,,3.0,3.0,,,29.0,33.0,33.0,33.0,33.0,,931.0,,,,,,,,29.53,,,0.6,,,,0.0,,,,12.0,,,,0.0,,,,0.009,,,,,22.4,,71.0,,,,
A30,2024-06-12 19:04:23,,3.0,3.0,,,3.0,3.0,,,32.0,36.0,37.0,37.0,37.0,,888.0,,,,,,,,29.53,,,0.7,,,,0.0,,,,8.0,,,,0.0,,,,0.0,,,,,22.6,,70.0,,,,
A30,2024-06-12 19:19:23,,3.0,3.0,,,3.0,3.0,,,25.0,29.0,29.0,29.0,29.0,,830.0,,,,,,,,29.52,,,0.7,,,,0.0,,,,8.0,,,,0.0,,,,0.0,,,,,22.8,,69.0,,,,
A30,2024-06-12 19:34:23,,2.0,2.0,,,2.0,2.0,,,21.0,25.0,25.0,25.0,25.0,,812.0,,,,,,,,29.52,,,0.7,,,,0.0,,,,6.0,,,,0.0,,,,0.0,,,,,22.9,,69.0,,,,
A30,2024-06-12 19:49:23,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,797.0,,,,,,,,29.51,,,0.7,,,,0.0,,,,7.0,,,,0.0,,,,0.0,,,,,23.1,,69.0,,,,
A30,2024-06-12 20:04:23,,1.0,1.0,,,1.0,1.0,,,13.0,15.0,15.0,15.0,15.0,,785.0,,,,,,,,29.51,,,0.8,,,,0.0,,,,6.0,,,,0.0,,,,0.0,,,,,23.2,,68.0,,,,
A30,2024-06-12 20:19:23,,1.0,1.0,,,1.0,1.0,,,11.0,12.0,12.0,12.0,12.0,,766.0,,,,,,,,29.5,,,0.7,,,,0.0,,,,6.0,,,,0.0,,,,0.0,,,,,22.7,,69.0,,,,
A30,2024-06-12 20:34:23,,1.0,1.0,,,1.0,1.0,,,9.0,11.0,11.0,11.0,11.0,,723.0,,,,,,,,29.5,,,0.7,,,,0.0,,,,12.0,,,,1.0,,,,0.0,,,,,22.4,,70.0,,,,
