Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A26,2024-05-26 00:12:23,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,1123.0,,,,,,,,29.54,,,1.8,,,,0.0,,,,0.0,,,,0.0,,,,0.821,,,,,22.2,,69.0,,,,
A26,2024-05-26 00:27:23,,0.0,0.0,,,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,,1064.0,,,,,,,,29.54,,,1.8,,,,0.0,,,,0.0,,,,0.0,,,,0.234,,,,,21.9,,61.0,,,,
A26,2024-05-26 00:42:23,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,,1063.0,,,,,,,,29.54,,,1.8,,,,0.0,,,,0.0,,,,0.0,,,,0.023,,,,,21.5,,59.0,,,,
A26,2024-05-26 00:57:23,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,,1033.0,,,,,,,,29.53,,,1.9,,,,0.0,,,,0.0,,,,0.0,,,,0.016,,,,,21.2,,57.0,,,,
A26,2024-05-26 01:12:23,,0.0,0.0,,,0.0,0.0,,,2.0,3.0,3.0,3.0,3.0,,986.0,,,,,,,,29.53,,,1.8,,,,0.0,,,,0.0,,,,0.0,,,,0.017,,,,,20.9,,56.0,,,,
A26,2024-05-26 01:27:23,,0.0,0.0,,,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,,957.0,,,,,,,,29.53,,,1.6,,,,0.0,,,,0.0,,,,0.0,,,,0.122,,,,,20.7,,57.0,,,,
A26,2024-05-26 01:42:23,,0.0,0.0,,,0.0,0.0,,,4.0,5.0,5.0,5.0,5.0,,979.0,,,,,,,,29.54,,,1.6,,,,0.0,,,,2.0,,,,0.0,,,,0.566,,,,,21.1,,60.0,,,,
A26,2024-05-26 01:57:23,,1.0,1.0,,,1.0,1.0,,,9.0,10.0,10.0,10.0,10.0,,1015.0,,,,,,,,29.55,,,1.7,,,,0.0,,,,0.0,,,,0.0,,,,0.748,,,,,21.4,,61.0,,,,
A26,2024-05-26 02:12:23,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,1024.0,,,,,,,,29.55,,,1.8,,,,0.0,,,,0.0,,,,0.0,,,,0.291,,,,,21.3,,57.0,,,,
