Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
A09,2024-05-26 00:12:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,406.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.163,,,,,23.3,,51.0,,,,
A09,2024-05-26 00:27:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,401.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.156,,,,,23.6,,50.0,,,,
A09,2024-05-26 00:42:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,400.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.077,,,,,23.8,,49.0,,,,
A09,2024-05-26 00:57:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,396.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.028,,,,,23.8,,48.0,,,,
A09,2024-05-26 01:12:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,404.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.049,,,,,23.9,,47.0,,,,
A09,2024-05-26 01:27:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,402.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.059,,,,,24.0,,47.0,,,,
A09,2024-05-26 01:42:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,399.0,,,,,,,,29.32,,,,,,,,,,,,,,,,,,,0.071,,,,,24.0,,47.0,,,,
A09,2024-05-26 01:57:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,394.0,,,,,,,,29.33,,,,,,,,,,,,,,,,,,,0.03,,,,,24.0,,47.0,,,,
A09,2024-05-26 02:12:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,403.0,,,,,,,,29.33,,,,,,,,,,,,,,,,,,,0.035,,,,,23.9,,47.0,,,,
A09,2024-05-26 02:27:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,403.0,,,,,,,,29.33,,,,,,,,,,,,,,,,,,,0.012,,,,,23.7,,47.0,,,,
A09,2024-05-26 02:42:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,404.0,,,,,,,,29.34,,,,,,,,,,,,,,,,,,,0.004,,,,,23.5,,46.0,,,,
A09,2024-05-26 02:57:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,407.0,,,,,,,,29.34,,,,,,,,,,,,,,,,,,,0.044,,,,,23.3,,47.0,,,,
A09,2024-05-26 03:12:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,407.0,,,,,,,,29.34,,,,,,,,,,,,,,,,,,,0.047,,,,,23.2,,47.0,,,,
A09,2024-05-26 03:27:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,408.0,,,,,,,,29.34,,,,,,,,,,,,,,,,,,,0.059,,,,,23.1,,47.0,,,,
A09,2024-05-26 03:42:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,410.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.046,,,,,22.9,,47.0,,,,
A09,2024-05-26 03:57:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,403.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.076,,,,,22.8,,48.0,,,,
A09,2024-05-26 04:12:50,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,408.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.149,,,,,22.6,,48.0,,,,
A09,2024-05-26 04:27:50,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,404.0,,,,,,,,29.36,,,,,,,,,,,,,,,,,,,0.275,,,,,22.5,,49.0,,,,
A09,2024-05-26 04:42:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,409.0,,,,,,,,29.36,,,,,,,,,,,,,,,,,,,0.386,,,,,22.4,,50.0,,,,
A09,2024-05-26 04:57:50,,1.0,1.0,,,1.0,1.0,,,8.0,9.0,9.0,9.0,9.0,,404.0,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,0.454,,,,,22.3,,50.0,,,,
A09,2024-05-26 05:12:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,408.0,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,0.528,,,,,22.2,,51.0,,,,
A09,2024-05-26 05:27:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,408.0,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,0.499,,,,,22.0,,51.0,,,,
A09,2024-05-26 05:42:50,,1.0,1.0,,,1.0,1.0,,,7.0,9.0,9.0,9.0,9.0,,408.0,,,,,,,,29.36,,,,,,,,,,,,,,,,,,,0.482,,,,,21.8,,52.0,,,,
A09,2024-05-26 05:57:50,,1.0,1.0,,,1.0,1.0,,,7.0,8.0,8.0,8.0,8.0,,417.0,,,,,,,,29.36,,,,,,,,,,,,,,,,,,,0.613,,,,,21.7,,52.0,,,,
A09,2024-05-26 06:12:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,420.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.578,,,,,21.6,,52.0,,,,
A09,2024-05-26 06:27:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,410.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.584,,,,,21.5,,52.0,,,,
A09,2024-05-26 06:42:50,,1.0,1.0,,,1.0,1.0,,,6.0,7.0,7.0,7.0,7.0,,409.0,,,,,,,,29.35,,,,,,,,,,,,,,,,,,,0.544,,,,,21.4,,52.0,,,,
