Timestamp,Device ID,Serial Number,Model,Sub Model,Friendly Name,Latitude,Longitude,Is Indoor,Is Public,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,System Status
UTC,,,,,,,,boolean,boolean,,,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,,Fahrenheit,,%,,,
04/09/2024 14:28:17,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,49,,0,1
04/09/2024 14:28:22,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,49,,0,0
04/09/2024 14:28:27,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,8,8,8,8,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:32,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:37,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:42,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:47,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:52,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,10,10,10,10,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:28:57,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,49,,0,0
04/09/2024 14:29:02,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:07,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,9,10,10,10,10,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:12,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,9,10,10,10,10,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:17,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,10,10,10,10,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:22,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:27,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,8,8,8,8,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:32,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:37,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,5,6,6,6,6,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:42,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,5,6,6,6,6,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,49,,0,0
04/09/2024 14:29:47,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,5,6,6,6,6,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:29:52,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:29:57,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:02,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:07,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:12,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:17,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:22,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:27,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:32,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:37,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,49,,0,0
04/09/2024 14:30:42,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:30:47,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:30:52,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,9,9,9,9,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:30:57,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:02,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:07,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,9,9,9,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:12,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:17,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,10,10,10,10,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,48,,0,0
04/09/2024 14:31:22,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,8,9,9,9,9,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:27,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,9,9,9,9,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:32,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:37,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:42,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:47,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,49,,0,0
04/09/2024 14:31:52,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,48,,0,0
04/09/2024 14:31:57,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,48,,0,0
04/09/2024 14:32:02,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,48,,0,0
04/09/2024 14:32:07,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,7,7,7,7,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,49,,0,0
04/09/2024 14:32:12,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,6,8,8,8,8,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,49,,0,0
04/09/2024 14:32:17,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,49,,0,0
04/09/2024 14:32:22,,81432415028,8143,,,,,,,4,1,1,1,,<nil>,1,1,,<nil>,7,8,8,8,8,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,49,,0,0
07/20/2024 09:01:41,,81432415028,8143,,,,,,,74,21,22,23,,<nil>,23,23,,<nil>,165,194,194,194,194,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,,50,,0,0
07/20/2024 09:16:41,,81432415028,8143,,,,,,,74,21,22,23,,<nil>,23,23,,<nil>,163,192,193,193,193,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,,49,,0,0
07/20/2024 09:31:41,,81432415028,8143,,,,,,,124,43,42,45,,<nil>,46,46,,<nil>,309,365,367,367,367,0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,,48,,0,0
07/20/2024 10:01:41,,81432415028,8143,,,,,,,72,20,21,22,,<nil>,22,22,,<nil>,156,184,184,184,184,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,48,,0,0
07/20/2024 10:16:41,,81432415028,8143,,,,,,,68,19,19,20,,<nil>,20,20,,<nil>,138,162,162,162,162,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,48,,0,0
07/20/2024 10:31:41,,81432415028,8143,,,,,,,63,17,17,18,,<nil>,18,18,,<nil>,128,150,151,151,151,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,,47,,0,0
07/20/2024 11:01:41,,81432415028,8143,,,,,,,89,28,29,30,,<nil>,30,30,,<nil>,217,255,255,256,256,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,51,,0,0
07/20/2024 11:16:41,,81432415028,8143,,,,,,,74,21,22,23,,<nil>,23,23,,<nil>,170,199,200,200,200,0.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,60,,0,0
07/20/2024 11:31:41,,81432415028,8143,,,,,,,70,19,20,21,,<nil>,21,21,,<nil>,155,183,183,183,183,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,,67,,0,0
07/20/2024 12:01:41,,81432415028,8143,,,,,,,63,17,17,18,,<nil>,18,18,,<nil>,134,157,158,158,158,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,69,,0,0
07/20/2024 12:16:41,,81432415028,8143,,,,,,,61,16,16,17,,<nil>,17,17,,<nil>,126,148,149,149,149,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,69,,0,0
